,ID,sex,race,class,major,math.level,modality,Anxiety.avg,Anxiety.pca1,Anxiety.wt.pca,Anxiety.cfa,Anxiety.mea.avg,Anxiety.mea.pca1,Anxiety.mea.wt.pca,Anxiety.mea.cfa,Anxiety.mla.avg,Anxiety.mla.pca1,Anxiety.mla.wt.pca,Anxiety.mla.cfa,SelfEfficacy.avg,SelfEfficacy.pca1,SelfEfficacy.wt.pca,SelfEfficacy.cfa,Technology.avg,Technology.pca1,Technology.wt.pca,Technology.cfa,Cooporative.avg,Cooporative.pca1,Cooporative.wt.pca,Cooporative.cfa,Deductive.avg,Deductive.pca1,Deductive.wt.pca,Deductive.cfa,Demonstration.avg,Demonstration.pca1,Demonstration.wt.pca,Demonstration.cfa,Inductive.avg,Inductive.pca1,Inductive.wt.pca,Inductive.cfa,Integrative.avg,Integrative.pca1,Integrative.wt.pca,Integrative.cfa,LectureType.avg,LectureType.pca1,LectureType.wt.pca,LectureType.cfa,Repetitive.avg,Repetitive.pca1,Repetitive.wt.pca,Repetitive.cfa,Engage.avg,Engage.pca1,Engage.wt.pca,Engage.cfa,Resource.avg,Resource.pca1,Resource.wt.pca,Resource.cfa
316,316,female,white,yr1,Business,math02,Kinesthetic,4.333333333,4.576011127,2.290002449,0.809405419,5,2.611274425,1.836050791,1.558852597,3.8,3.766732028,1.638211156,1.067905901,1.333333333,2.367522053,1.442279299,-2.205954733,2.4,-1.183056049,-0.740231853,-0.426518512,1.833333333,-2.191328897,-1.412588862,-1.005065327,1,5.237967985,2.959623183,-1.997933058,1.428571429,-5.223763322,-3.263793628,-1.644789131,2.142857143,-3.328080148,-2.264728747,-1.18918788,1.857142857,-2.115538643,-1.196440242,-0.558662717,1,5.607569599,3.45933191,-2.218085043,2.571428571,-1.661665731,-1.026500799,-0.613093233,3.666666667,2.169855241,1.429295822,0.927262948,2.5,-1.896081099,-2.024560191,-0.758991981
317,317,female,white,yr1,Other,math02,Kinesthetic,2,-1.657667747,-0.586240351,-0.237926008,3.25,-0.302314245,-0.382886898,-0.218436134,1,-1.957885179,-1.089803394,-0.498788129,3,-0.14571922,0.109610448,0.106561297,3,0.697905981,0.310849486,0.258081643,3.666666667,1.344739597,0.942120964,0.612997001,2.142857143,2.67952741,1.401848413,-1.092146895,3.857142857,0.576054989,0.251567185,0.178358274,2,-3.567564114,-2.324614001,-1.166871057,2.571428571,-0.877821301,-0.240070396,-0.535711047,2.428571429,2.135945973,1.52432934,-0.778276712,3.142857143,-0.391791158,-0.365343512,-0.098547262,2.333333333,-0.51113666,-0.251917493,-0.236446022,3.75,1.09552913,0.705598592,0.250356505
318,318,female,Asian,yr1,STEM,math03,Kinesthetic,2.666666667,0.139919306,0.298805747,0.119028108,4,0.967877415,0.530632104,0.628700014,1.6,-0.744570748,-0.53868644,-0.159034747,2.666666667,0.3758351,0.202667173,0.44183648,1.6,-3.480420179,-2.066840881,-1.140050224,3,0.129882445,0.060587564,0.05581893,3.142857143,0.210891819,0.225425209,-0.058360551,4.142857143,1.21528222,0.800370916,0.38233105,3.571428571,0.286402742,0.174323962,0.134621365,3.571428571,1.539281174,0.644501285,0.649106759,4,-1.521824875,-0.843056602,0.647155351,3,-0.704753982,-0.552710037,-0.319032135,3,0.82935929,0.588689164,0.345408463,3.75,1.19892294,0.652257771,0.296172788
319,319,female,white,yr1,STEM,math02,Kinesthetic,2.666666667,0.283581176,0.009105318,0.183475747,3.75,0.603696371,0.348834132,0.754535701,1.8,-0.310010551,-0.376113137,-0.09094189,2.666666667,0.384901278,0.492283642,-1.49756894,2.6,-0.705224462,-0.204354701,-0.389487129,2.833333333,-0.27266832,-0.029580446,-0.14125313,3.285714286,-0.19958422,0.163590669,0.115963284,3.857142857,0.586498542,0.356589275,0.196017404,3.571428571,0.192646645,0.084176513,0.039378157,2.857142857,0.005144002,-0.37451961,0.076395294,3.285714286,0.207122303,0.104209956,-0.061854675,2.428571429,-1.968617085,-1.303359592,-0.793214991,2.666666667,0.135534123,0.198286283,0.01558692,1,-5.050631675,-3.020584503,-1.250002205
320,320,female,other,yr2,Health,math02,Visual,3,1.025050169,-0.082741786,0.040865618,2.5,-1.525202915,-1.032376112,-0.627556198,3.4,2.8914358,1.910647564,0.682168073,2.666666667,0.497563962,0.204131355,-1.387487834,2.9,0.248073492,0.219257163,0.060025882,3.833333333,1.789976726,1.14726574,0.819111413,3.285714286,-0.04127446,0.180857569,0.044248759,3.142857143,-1.285225916,-0.512873175,-0.487498654,3.142857143,-0.702563278,-0.303680329,-0.214957109,3.142857143,0.638432323,-0.065454143,0.363816275,3,1.103687542,0.730506819,-0.569880555,3,-0.703628261,-0.277394267,-0.265169139,3.333333333,1.478633135,1.232391013,0.585608344,2.5,-1.891656205,-1.764959587,-0.668243497
321,321,male,white,yr1,Other,math03,Visual,2.888888889,0.87889613,0.464890383,0.253525586,3.5,0.201236642,0.113108086,0.651207424,2.4,0.887611555,0.270513272,0.296539508,2.333333333,0.906455598,0.585340367,-1.162293757,3.1,0.978842831,0.807247043,0.377195293,1.666666667,-2.509653048,-1.578070022,-1.148015113,3.142857143,0.460703507,-0.083703752,-0.277144868,3.142857143,-1.139114779,-0.71783049,-0.325319604,2.857142857,-1.540196353,-0.973019546,-0.531608994,2.428571429,-1.097710922,-0.481127207,-0.419181102,2.285714286,2.699767338,1.684504809,-1.117894477,2.285714286,-2.285579071,-1.343587738,-0.860488326,3.333333333,1.478633135,1.232391013,0.585608344,3,-0.568220915,-0.443573345,-0.179934279
322,322,female,Black,yr2,STEM,math02,Kinesthetic,4.333333333,4.461384356,1.620630769,0.648321814,4.5,1.729797599,1.25674255,0.893868115,4.2,4.556316388,2.780167722,1.078484335,1.666666667,1.845967733,1.349222574,-2.541229917,4.6,5.731128738,3.057747665,1.955864927,4,1.952581772,1.569496847,0.872335647,4.285714286,-2.164821985,-1.424068073,0.729092762,5,3.312899741,1.915324116,1.090864446,5,3.743454134,2.288068128,1.261820986,5,4.566615416,2.339989801,1.638042984,3.714285714,-0.666834995,-0.383916941,0.246160437,5,3.736288733,2.232364636,1.382311068,3,0.871307551,0.141892124,0.446863187,3.25,-0.150440413,-0.827757457,-0.172516993
323,323,female,white,yr1,Other,math01,Auditory,2.444444444,-0.507788036,-0.164654999,-0.111793645,3,-0.675519595,-0.774786583,-0.301452568,2,0.04079264,-0.004984466,0.034579211,2.333333333,0.89738942,0.295723898,0.777111663,3,0.697905981,0.310849486,0.258081643,5,3.98427509,2.58077855,1.816831043,4.714285714,-3.20438707,-1.922422275,1.135939581,4.571428571,2.293177929,1.431217163,0.759566346,4.142857143,1.619236835,1.000702561,0.565279217,2.571428571,-0.541438953,-0.605313189,-0.002791288,4.142857143,-1.774224113,-1.095508629,0.71882609,3.285714286,-0.05893464,-0.12229355,-0.207001075,1.333333333,-2.500906456,-1.736226,-1.058500387,2.75,-1.007504587,0.041582384,-0.076983645
324,324,male,white,yr3,Business,stats,Kinesthetic,1,-4.222428769,-2.257427502,-0.832177662,1,-4.079331129,-2.7609294,-2.243005105,1,-1.957885179,-1.089803394,-0.498788129,4.333333333,-2.015677312,-1.128537497,0.925028196,1.4,-4.335316776,-2.436048693,-1.439701641,4.166666667,2.409706839,1.40723811,1.104252999,4,-1.689542358,-1.006295236,0.602603276,4.142857143,1.266525687,0.590784138,0.429004377,4,1.300183706,0.834602812,0.402244731,3.142857143,0.560781544,0.174880237,0.171591417,4,-1.410845265,-0.959369755,0.548943897,4.285714286,2.155463644,1.441486935,0.840854877,3.333333333,1.476030074,1.03889294,0.597441405,3.25,0.039587377,0.113989885,-0.004062054
325,325,male,white,yr2,Business,math03,Kinesthetic,2.111111111,-1.346792748,-0.434887808,-0.200005317,3.25,-0.331568623,-0.226713259,-0.238747977,1.2,-1.539017308,-0.831720637,-0.382967255,2.666666667,0.384901278,0.492283642,-1.49756894,3.3,1.501929659,0.689377854,0.515937767,2.333333333,-1.198184938,-0.828212046,-0.545245481,2.857142857,0.657732443,0.459379931,-0.134195524,3.285714286,-0.725512785,-0.499736175,-0.159226877,3.714285714,0.466528477,0.370447445,0.166817958,3.571428571,1.452490021,0.78809307,0.431584322,3.142857143,0.713130706,0.356918985,-0.30102511,3,-0.673091436,-0.616925532,-0.241049075,3.333333333,1.525787519,1.172590118,0.663396945,2.75,-1.072635397,-1.054477397,-0.309990222
326,326,female,white,yr3,Other,other,Visual,2.666666667,0.159358045,0.517337881,0.1717897,4.25,1.408615828,0.820286224,0.961192255,1.4,-1.120149436,-0.57363788,-0.267146381,3.666666667,-1.076165177,-0.36465529,-0.453907964,3.6,2.389885003,1.598360341,0.733430861,3.166666667,0.37002219,0.357330975,0.154757899,3.571428571,-0.627989115,-0.388257236,0.199262239,4.428571429,1.916734783,1.20038545,0.628570514,4.428571429,2.292673253,1.406083981,0.743724942,3.571428571,1.578709536,0.534142532,0.662738643,2.571428571,1.886136001,1.216976017,-0.689282949,4.571428571,2.793473195,1.585257561,0.944453101,1.666666667,-1.807081289,-1.345823118,-0.728678844,2.25,-2.093799298,-0.968255912,-0.40253125
327,327,female,white,yr1,Other,math02,Kinesthetic,3.222222222,1.552087571,0.803086444,0.280826026,4,0.967877415,0.530632104,0.628700014,2.6,1.253375708,0.75121101,0.339486488,2,1.428009918,0.678397093,-0.827018574,3.3,1.66995679,1.015448049,0.613556352,3.333333333,0.801636777,0.356760439,0.376832476,3,0.482885164,0.319048545,-0.130853059,3.285714286,-0.82697808,-0.497894397,-0.289642694,3.571428571,0.162998238,0.115100627,0.012214131,1.857142857,-2.328603394,-1.175900978,-0.896746986,3.285714286,0.216911833,0.108196438,-0.074210165,4,1.477455825,0.988880955,0.55844727,2,-1.160410505,-0.895619342,-0.476645902,3.25,0.147406082,0.320249667,0.132502713
328,328,female,white,yr2,STEM,math02,Visual,2.888888889,0.676404598,0.651011882,0.192469438,4.25,1.356592249,0.864842865,0.810851681,1.8,-0.351792009,-0.195765807,-0.062002446,3,-0.033056537,-0.178541839,0.216642403,3.2,1.294951067,0.940352574,0.434373483,2.333333333,-1.153049705,-0.652203266,-0.528641987,2,2.861996712,1.781921334,-1.064520148,4.285714286,1.513704286,1.036745738,0.455658957,2.285714286,-2.894211146,-2.070639083,-1.002194473,2.571428571,-0.877875385,-0.617073455,-0.425118557,3.285714286,0.100082435,0.25700608,0.026923989,4,1.521669987,0.954496394,0.584072808,3,0.876513674,0.52888827,0.423197065,4,1.672984464,0.844932233,0.355099684
329,329,female,white,yr2,STEM,stats,Auditory,2,-1.630055006,-0.666852725,-0.31438433,2.75,-1.190276249,-0.694404501,-0.773703728,1.4,-1.103337567,-0.569947271,-0.279127003,2.333333333,1.019118282,0.29718808,-1.05221265,3.6,2.477535226,1.401684484,0.893531063,5,3.98427509,2.58077855,1.816831043,5,-3.920800251,-2.342993227,1.442501251,4.571428571,2.320991783,1.360058186,0.773244643,5,3.743454134,2.288068128,1.261820986,4.285714286,3.266058008,1.474033027,1.347787373,5,-3.628486279,-2.337109929,1.384601504,4.142857143,1.838631973,0.99472454,0.651346143,2,-1.160410505,-0.895619342,-0.476645902,2,-2.809426295,-1.732078924,-0.714968242
330,330,female,white,yr1,STEM,math02,Kinesthetic,2.222222222,-1.145296999,-0.616721739,-0.316987847,2.75,-1.228554933,-0.748332575,-1.002867691,1.8,-0.318899633,0.016693932,-0.120809794,3.333333333,-0.451014352,-0.849367321,1.930853746,1.5,-3.759118443,-2.234266732,-1.20566251,3,0.186182811,0.018465277,0.102537997,2.714285714,1.044790418,0.823814464,-0.307259704,3.428571429,-0.498896101,-0.099795142,-0.213977439,2.857142857,-1.404201429,-0.933760912,-0.435812575,1.714285714,-2.684909222,-1.546915562,-1.057488659,3.428571429,-0.216417519,-0.092671448,0.099317114,3.142857143,-0.369354581,-0.481395182,-0.213394068,3.666666667,2.125303919,1.682594789,0.837641285,4,1.672984464,0.844932233,0.355099684
331,331,female,white,yr3,Other,other,Kinesthetic,2.444444444,-0.533839472,-0.270104967,-0.102285431,3.25,-0.360823002,-0.070539619,-0.25905982,1.8,-0.454794063,-0.341440466,-0.064539015,4,-1.494122992,-1.035480771,1.26030338,3,0.697905981,0.310849486,0.258081643,4.833333333,3.658609315,2.370897401,1.667177636,4,-1.631108192,-1.017339125,0.582392674,4,0.904639848,0.49124918,0.305554001,4,1.274713794,0.805666028,0.42559114,3,0.192761254,0.132805413,0.061386315,4.142857143,-1.643200123,-1.100908372,0.594487949,4,1.521669987,0.954496394,0.584072808,3,0.82935929,0.588689164,0.345408463,3,-0.568220915,-0.443573345,-0.179934279
332,332,male,white,yr1,Business,math02,Kinesthetic,3.888888889,3.372226966,1.786220181,0.630786012,5,2.611274425,1.836050791,1.558852597,3,2.184448061,1.197301083,0.541994321,2.666666667,0.610226646,-0.084020932,-1.277406727,4,3.668449307,2.275902703,1.198838501,3,0.147042681,0.004258179,0.070808221,2.857142857,0.899113539,0.547959191,-0.335215664,2.857142857,-1.894430236,-1.023718555,-0.64921886,3,-1.101240506,-0.735612565,-0.385200779,2.857142857,-0.177711496,-0.077800293,-0.120847644,2.571428571,2.033400752,1.139952827,-0.858336767,3,-0.648734597,-0.357756408,-0.188539913,4,2.819129086,2.072997671,1.167462829,3.25,-0.016693645,-0.46286869,-0.055571664
333,333,female,white,yr1,Other,math01,Kinesthetic,3,1.038911014,0.454093457,0.144468642,3.5,0.10916979,0.062940862,0.093744264,2.6,1.356183671,0.744746377,0.341572412,2.666666667,0.3758351,0.202667173,0.44183648,3.3,1.572061286,0.915384448,0.476347648,3,0.060339079,0.224700691,0.015103899,3,0.658583867,0.308314978,-0.277715903,3,-1.503620044,-0.932825756,-0.479756445,3,-1.194026545,-0.676736072,-0.410638705,3,0.199141049,-0.132049057,0.104146142,2.857142857,1.332071905,0.843151553,-0.546206062,3,-0.680488272,-0.201921728,-0.114972534,3.666666667,2.172458303,1.622793895,0.915429887,4,1.672984464,0.844932233,0.355099684
334,334,female,other,yr2,Business,math02,Kinesthetic,2.555555556,-0.283167545,0.121200569,-0.057603525,4,0.817301805,0.792812158,0.030613168,1.4,-1.146432659,-0.640939296,-0.286385598,3,-0.258381904,0.397762734,-0.00351981,3.2,1.230414788,0.99174094,0.405918483,3.166666667,0.395459573,0.339140665,0.16720939,3.857142857,-1.544289065,-0.647277545,0.67526154,5,3.312899741,1.915324116,1.090864446,4.571428571,2.816717396,1.678933243,1.001612039,2.714285714,-0.43717678,-0.181178479,-0.229475794,4.285714286,-2.188082933,-1.338006068,0.887177725,3.285714286,-0.047146754,-0.101665789,-0.022014882,3,0.82935929,0.588689164,0.345408463,3,-0.430049253,0.180916025,0.027759534
335,335,female,white,yr1,Other,math01,Auditory,1.777777778,-2.163460691,-0.935229076,-0.312843836,2.75,-1.107233702,-0.85433899,-0.425092688,1,-1.957885179,-1.089803394,-0.498788129,3.333333333,-0.789002403,0.01508954,1.600610427,2.2,-1.818705397,-1.062599603,-0.590809999,4,2.039285373,1.349054335,0.928039969,5,-3.920800251,-2.342993227,1.442501251,5,3.312899741,1.915324116,1.090864446,5,3.743454134,2.288068128,1.261820986,4.857142857,4.274101564,2.082115897,1.558542778,5,-3.628486279,-2.337109929,1.384601504,5,3.736288733,2.232364636,1.382311068,2.333333333,-0.51113666,-0.251917493,-0.236446022,2,-2.809426295,-1.732078924,-0.714968242
336,336,female,white,yr1,Business,math02,Visual,2.222222222,-1.075930464,-0.234434943,-0.105460108,3.75,0.511629518,0.298666908,0.197072541,1,-1.957885179,-1.089803394,-0.498788129,3.333333333,-0.554610857,-0.271598565,-0.11863278,3.8,2.894916656,1.880518145,0.864962017,2.166666667,-1.516751136,-0.866373871,-0.702426572,3,0.658583867,0.308314978,-0.277715903,3,-1.503620044,-0.932825756,-0.479756445,3,-1.194026545,-0.676736072,-0.410638705,3,0.192761254,0.132805413,0.061386315,3,0.98954166,0.561110991,-0.416741769,3,-0.692948759,-0.323371847,-0.214165452,3,0.82935929,0.588689164,0.345408463,3,-0.568220915,-0.443573345,-0.179934279
337,337,female,white,yr3,Business,other,Auditory,3.777777778,3.021344881,1.493908491,0.492268904,4.5,1.714288115,1.314431474,0.794732882,3.2,2.493510635,1.012411568,0.732874546,1.666666667,1.836901555,1.059606105,-0.601824497,3.7,2.794294002,1.671367741,0.980572497,4.666666667,3.380797807,2.064576336,1.549941075,4.857142857,-3.562731121,-2.122818065,1.278930027,5,3.312899741,1.915324116,1.090864446,4.571428571,2.749401269,1.76674652,0.952827703,4.285714286,3.297753328,1.636231741,1.272094309,4.857142857,-3.387118519,-2.130426135,1.332506731,5,3.736288733,2.232364636,1.382311068,1.666666667,-1.807081289,-1.345823118,-0.728678844,3.25,0.147406082,0.320249667,0.132502713
338,338,male,white,yr1,STEM,math04,Visual,1.333333333,-3.449099025,-1.753828442,-0.718972873,1.75,-2.901206322,-1.897577623,-1.953332117,1,-1.957885179,-1.089803394,-0.498788129,4.666666667,-2.546297811,-1.511210691,2.529158433,1.6,-3.507131052,-2.083826724,-1.177314062,2.833333333,-0.150451028,-0.163267624,-0.066370057,3.714285714,-1.427875952,-0.495902271,0.692129678,4.142857143,1.252441068,0.787633518,0.417427945,4.714285714,3.082409691,1.765824006,1.028326647,2.142857143,-1.452552042,-0.727960632,-0.296928552,4.142857143,-2.005196234,-0.928027501,0.921799717,2.428571429,-1.958372384,-1.527361345,-0.986155231,3.666666667,2.125303919,1.682594789,0.837641285,4,1.672984464,0.844932233,0.355099684
339,339,female,Asian,yr1,Business,math03,Kinesthetic,2.222222222,-1.119435121,-0.413291104,-0.210517155,3.5,0.003358042,0.111258352,-0.384895507,1.2,-1.539211398,-0.983859929,-0.3834179,3.666666667,-1.206960218,-0.655735942,3.31482177,2.4,-1.150670006,-0.631770674,-0.406051772,2.666666667,-0.572727761,-0.241473349,-0.261615026,2.857142857,0.716661689,0.619898332,-0.196302036,3.285714286,-0.752347132,-0.375261889,-0.301628994,2.142857143,-3.238220651,-1.8664159,-1.102248169,2.428571429,-1.045457696,-0.256256944,-0.545858562,2.142857143,2.860016994,1.926745245,-1.118746417,2.571428571,-1.632510544,-1.130351236,-0.672178898,3,0.82935929,0.588689164,0.345408463,3,-0.430049253,0.180916025,0.027759534
340,340,female,white,yr2,Business,math03,Auditory,3.666666667,2.766480224,1.309168596,0.497856179,4.75,2.155026528,1.604085594,1.127225123,2.8,1.748574229,0.783388425,0.437703424,4,-1.494122992,-1.035480771,1.26030338,3,0.697905981,0.310849486,0.258081643,1,-3.795683775,-2.346118309,-1.738333254,2.428571429,1.769492689,1.189578184,-0.522208602,1.142857143,-5.983320475,-3.545388871,-1.934096753,1.142857143,-5.768535305,-3.371025181,-1.969238843,2,-2.254683293,-0.92166798,-1.001173307,1.714285714,3.924056589,2.470446606,-1.614489881,3.142857143,-0.382584424,-0.084021078,0.020801135,2.666666667,0.135534123,0.198286283,0.01558692,2.75,-0.904110777,-0.011758437,-0.031167362
341,341,female,white,yr2,Business,math04,Visual,2.666666667,0.167827415,0.113383839,0.075071139,3.5,0.192212336,-0.096993627,0.442355303,2,0.132860614,0.487236427,-0.063796268,2.666666667,0.497563962,0.204131355,-1.387487834,2,-2.221626063,-1.469854494,-0.645367626,2.333333333,-1.091783487,-0.854455468,-0.485389156,3.571428571,-1.039041657,-0.318806194,0.537687232,4,1.071051304,0.247465587,0.408898939,4.285714286,2.053504931,1.026645478,0.749995745,1.571428571,-2.798537806,-1.557191594,-0.915120917,3.714285714,-1.020392053,-0.298433855,0.587872527,3,-0.711328669,-0.672904382,-0.327502799,3.333333333,1.523184457,0.979092046,0.675230006,3.5,0.621467606,0.512924129,0.191429609
342,342,male,white,yr1,Other,math01,Auditory,4,3.661479329,1.60551452,0.686782392,5,2.611274425,1.836050791,1.558852597,3.2,2.483113828,1.001739989,0.666357958,3.333333333,-0.789002403,0.01508954,1.600610427,3.3,1.653753245,0.678345983,0.531683596,3.5,0.986310463,1.039024488,0.428398766,2.857142857,0.958070166,0.602917075,-0.355793443,2.857142857,-1.78612337,-1.149082856,-0.588942079,3.285714286,-0.564824008,-0.67813171,-0.194214629,3.428571429,1.176996887,0.327084422,0.678232854,3.142857143,0.619059957,0.290847478,-0.233798768,3.428571429,0.290957504,0.042688732,0.147238134,2.666666667,0.135534123,0.198286283,0.01558692,2.5,-1.624162668,-1.035182052,-0.434352838
343,343,female,white,yr5+,Health,stats,Kinesthetic,2.888888889,0.625520508,0.644266267,0.10563354,4.25,1.258040218,1.082466278,0.363105409,1.8,-0.291885047,-0.121083173,-0.066724472,1.333333333,2.367522053,1.442279299,-2.205954733,1.7,-3.258291045,-1.837784699,-1.116148171,1.5,-2.749792792,-1.874813434,-1.246954082,3.428571429,-0.452344453,-0.20170345,0.216133376,3.571428571,-0.156411932,-0.255637317,-0.01750315,4,1.274713794,0.805666028,0.42559114,3.142857143,0.506196684,0.597436648,0.044904063,3.285714286,0.420614873,0.154637839,-0.264191461,3.285714286,-0.060280823,-0.111697077,-0.011246379,3,0.82935929,0.588689164,0.345408463,1.75,-3.38688163,-1.871412565,-0.819711421
344,344,female,white,yr2,Business,math03,Kinesthetic,3.444444444,2.169367894,1.059488468,0.435919792,4.5,1.797330662,1.154496985,1.143343922,2.6,1.253181617,0.599071718,0.339035843,2.666666667,0.3758351,0.202667173,0.44183648,3.5,2.10617264,1.267521312,0.629986431,1,-3.795683775,-2.346118309,-1.738333254,1.714285714,3.481989719,2.040698029,-1.284524568,2.285714286,-3.236476414,-1.933918664,-1.08280892,2.428571429,-2.608901469,-1.662347821,-0.903065308,1.714285714,-2.593360452,-1.32612571,-0.907434718,1.857142857,3.531484336,2.30430303,-1.383908501,2.142857143,-2.608991056,-1.382517081,-0.962423318,2,-1.160410505,-0.895619342,-0.476645902,2.5,-1.731981373,-1.241441834,-0.570917604
345,345,male,white,yr2,STEM,math02,Auditory,4,3.715414261,2.017922048,0.687144977,5,2.611274425,1.836050791,1.558852597,3.2,2.630136428,1.165467444,0.711449872,2,1.324413413,1.256165849,-2.8765051,1.2,-4.566369867,-2.838878101,-1.392786416,4.666666667,3.358095108,2.1433123,1.537513223,3.714285714,-1.273544071,-0.411153673,0.585729002,4.571428571,2.339669831,1.460985036,0.77998863,4.142857143,1.671512614,0.985396108,0.617125157,2.142857143,-1.660013196,-1.393039767,-0.664646016,4.857142857,-3.27095722,-2.168474565,1.217642012,4.714285714,3.086473958,1.85925582,1.173846161,3.666666667,2.125303919,1.682594789,0.837641285,3.75,1.19892294,0.652257771,0.296172788
346,346,male,white,yr1,Business,math02,Auditory,1.777777778,-2.224542575,-0.99272335,-0.383442455,2.75,-1.190276249,-0.694404501,-0.773703728,1,-1.957885179,-1.089803394,-0.498788129,4.333333333,-2.02474349,-1.418153966,2.864433616,2,-2.221626063,-1.469854494,-0.645367626,3.833333333,1.74431363,1.099062654,0.795814117,4,-1.631108192,-1.017339125,0.582392674,4.428571429,1.917973225,1.212334782,0.636426295,4.571428571,2.682484235,1.686413049,0.901766489,4,2.547023663,1.107790165,0.97890018,4.285714286,-2.118132428,-1.273277056,0.883532639,4.714285714,3.089852398,1.820876653,1.127499689,3.333333333,1.523184457,0.979092046,0.675230006,3,-0.671614726,-0.390232524,-0.225750562
347,347,female,white,yr2,Other,other,Auditory,1.888888889,-1.968487076,-0.954500412,-0.395148609,2.75,-1.228554933,-0.748332575,-1.002867691,1.2,-1.539211398,-0.983859929,-0.3834179,3.666666667,-1.085231355,-0.654271759,1.485497456,4,3.617438025,2.091553466,1.161530912,4.666666667,3.34158458,2.193867129,1.520820014,4.714285714,-3.275750304,-1.934086501,1.222942041,4.857142857,2.948266533,1.750896337,0.960905566,4.714285714,3.050798873,2.015054429,1.035926428,3.142857143,0.605114826,0.401583249,0.329281015,4.857142857,-3.387118519,-2.130426135,1.332506731,5,3.736288733,2.232364636,1.382311068,1,-3.150180301,-2.379927848,-1.298700268,1,-5.050631675,-3.020584503,-1.250002205
348,348,male,white,yr1,Business,math02,Visual,1.777777778,-2.089406394,-0.938463149,-0.319531586,2.25,-1.882898781,-1.481964721,-0.611437399,1.4,-1.103337567,-0.569947271,-0.279127003,3,-0.042122715,-0.468158309,2.156047823,2.4,-1.244687066,-0.559103124,-0.452753154,3.5,1.129387527,0.632961799,0.52821344,3.571428571,-0.556350959,-0.396372382,0.132840558,3.857142857,0.538768199,0.31487207,0.167739339,3.857142857,0.877399236,0.588618979,0.253575218,2.857142857,-0.159247605,-0.283984539,-0.01587732,4.142857143,-1.614713291,-0.965666731,0.627039181,4.428571429,2.440089501,1.657349408,0.940106573,1.333333333,-2.500906456,-1.736226,-1.058500387,2,-2.947597958,-2.356568295,-0.922662055
349,349,male,white,yr1,Business,math02,Visual,1.888888889,-2.018087659,-0.895607289,-0.415754112,3,-0.900113446,-0.142570327,-1.039298333,1,-1.957885179,-1.089803394,-0.498788129,5,-2.955189447,-1.892419703,2.303964356,1.4,-4.095400726,-2.363779894,-1.307718471,4.5,3.076657161,1.909539471,1.407725636,5,-3.920800251,-2.342993227,1.442501251,5,3.312899741,1.915324116,1.090864446,5,3.743454134,2.288068128,1.261820986,4,2.593287241,0.898323253,1.157326997,5,-3.628486279,-2.337109929,1.384601504,5,3.736288733,2.232364636,1.382311068,2.666666667,0.138137185,0.391784355,0.003753859,4,1.672984464,0.844932233,0.355099684
350,350,female,white,yr2,Other,math02,Auditory,2.777777778,0.313928976,0.205465602,0.016115628,3.75,0.444096455,0.400912473,-0.052403266,2,0.02378668,-0.160814367,0.046109188,2.666666667,0.384901278,0.492283642,-1.49756894,4.2,4.130311143,2.952144802,1.246263734,2.333333333,-1.134711899,-0.8421129,-0.508662813,2.428571429,1.704023293,1.002089076,-0.57462186,4,0.935526264,0.649006635,0.279653921,3.714285714,0.531312877,0.443742007,0.14637407,2.142857143,-1.647237599,-0.673848415,-0.535280602,2.857142857,1.10967496,0.77718101,-0.356853891,2.571428571,-1.666934536,-1.046685078,-0.561035167,2.333333333,-0.51113666,-0.251917493,-0.236446022,4,1.672984464,0.844932233,0.355099684
351,351,male,white,yr1,STEM,math02,Kinesthetic,2,-1.701461344,-0.782977072,-0.306357396,3,-0.743052658,-0.672541018,-0.550928375,1.2,-1.566031894,-0.693943532,-0.437052577,3.333333333,-0.676339719,-0.273062747,1.710691533,3.3,1.504585804,0.75221316,0.512158156,4,2.039285373,1.349054335,0.928039969,4.857142857,-3.590922584,-2.220855035,1.308636585,4.571428571,2.236114531,1.346994687,0.745962892,4.714285714,2.991385416,1.871438939,0.99883959,4.857142857,4.196142667,2.129384095,1.455809025,4.571428571,-2.822022946,-1.710833437,1.169853877,4.857142857,3.422580499,2.032264176,1.294882254,2.333333333,-0.51113666,-0.251917493,-0.236446022,3.5,0.724861417,0.459583308,0.237245892
352,352,female,white,yr1,STEM,math02,Kinesthetic,3.111111111,1.215501691,0.413636333,0.11106622,3.75,0.399332593,0.614775036,-0.171850341,2.6,1.295545346,0.875142264,0.311448334,2.666666667,0.384901278,0.492283642,-1.49756894,4,3.631403683,2.197362937,1.172142797,3.166666667,0.475443139,0.274684983,0.220485267,2.714285714,1.046291817,0.65625538,-0.309218747,3.285714286,-0.827106023,-0.44732691,-0.265164734,3.571428571,0.219485708,0.093990491,0.083560151,2.571428571,-0.754994966,-0.378170672,-0.305759617,3.285714286,0.187050328,0.188952949,-0.027241544,3.714285714,0.870599177,0.712606057,0.443980304,3.333333333,1.476030074,1.03889294,0.597441405,3.75,1.19892294,0.652257771,0.296172788
