,ID,sex,race,class,major,math.level,modality,Anxiety.avg,Anxiety.pca1,Anxiety.wt.pca,Anxiety.cfa,Anxiety.mea.avg,Anxiety.mea.pca1,Anxiety.mea.wt.pca,Anxiety.mea.cfa,Anxiety.mla.avg,Anxiety.mla.pca1,Anxiety.mla.wt.pca,Anxiety.mla.cfa,SelfEfficacy.avg,SelfEfficacy.pca1,SelfEfficacy.wt.pca,SelfEfficacy.cfa,Technology.avg,Technology.pca1,Technology.wt.pca,Technology.cfa,Cooporative.avg,Cooporative.pca1,Cooporative.wt.pca,Cooporative.cfa,Deductive.avg,Deductive.pca1,Deductive.wt.pca,Deductive.cfa,Demonstration.avg,Demonstration.pca1,Demonstration.wt.pca,Demonstration.cfa,Inductive.avg,Inductive.pca1,Inductive.wt.pca,Inductive.cfa,Integrative.avg,Integrative.pca1,Integrative.wt.pca,Integrative.cfa,LectureType.avg,LectureType.pca1,LectureType.wt.pca,LectureType.cfa,Repetitive.avg,Repetitive.pca1,Repetitive.wt.pca,Repetitive.cfa,Engage.avg,Engage.pca1,Engage.wt.pca,Engage.cfa,Resource.avg,Resource.pca1,Resource.wt.pca,Resource.cfa
183,183,female,white,yr3,STEM,stats,Visual,2.222222222,-1.055261023,-0.544742375,-0.166336539,3.25,-0.331568623,-0.226713259,-0.238747977,1.4,-1.147358113,-0.588000067,-0.321682348,2.666666667,0.384901278,0.492283642,-1.49756894,2.8,0.022764286,0.142228744,-0.004600174,4,2.039285373,1.349054335,0.928039969,4,-1.631108192,-1.017339125,0.582392674,4.428571429,1.927434222,1.204272566,0.597273724,3.857142857,0.913503638,0.581889377,0.307682456,3.714285714,1.919538089,0.962337155,0.760066929,4,-1.31947231,-0.887999469,0.483929867,3.142857143,-0.363961088,-0.339717755,-0.291643126,2,-1.160410505,-0.895619342,-0.476645902,3.25,0.039587377,0.113989885,-0.004062054
184,184,female,white,yr4,Other,other,Auditory,3.444444444,2.162717713,1.019788776,0.494536728,4.75,2.238069075,1.444151105,1.475836163,2.4,0.774406784,0.266306326,0.227936995,2.333333333,0.793792914,0.873492654,-1.272374863,4.2,4.143948322,2.676877413,1.285500636,5,3.98427509,2.58077855,1.816831043,4.142857143,-1.924292313,-1.18442386,0.671593001,4,0.904639848,0.49124918,0.305554001,4.571428571,2.69533053,1.681257319,0.936041251,4,2.379688335,1.236397607,0.849714649,4.571428571,-2.609880852,-1.751789822,0.994272904,4.857142857,3.422580499,2.032264176,1.294882254,4,2.819129086,2.072997671,1.167462829,2.25,-2.171265045,-0.756286105,-0.46796697
185,185,male,white,yr2,STEM,math03,Auditory,2.222222222,-1.049160918,-0.610376851,-0.171127379,3,-0.704773973,-0.618612944,-0.321764411,1.6,-0.771585334,-0.400909335,-0.213120069,4,-1.494122992,-1.035480771,1.26030338,2.8,0.001611262,-0.120736665,-0.037461369,2.666666667,-0.446358294,-0.406998392,-0.189354488,2.571428571,1.726340414,0.904706149,-0.714269281,3.142857143,-1.09276542,-0.779624261,-0.320172222,2.571428571,-2.314608347,-1.518904641,-0.836217838,2.714285714,-0.287946899,-0.203926587,0.022722989,2.714285714,1.602059222,0.927297086,-0.638048978,2.714285714,-1.301745619,-0.889438735,-0.451821957,3,0.82935929,0.588689164,0.345408463,3,-0.434474147,-0.078684578,-0.06298895
186,186,female,Black,yr1,STEM,stats,Visual,2.666666667,0.053298577,0.088413814,0.000458737,4,0.817301805,0.792812158,0.030613168,1.6,-0.744764838,-0.690825732,-0.159485392,3,-0.14571922,0.109610448,0.106561297,3,0.697905981,0.310849486,0.258081643,2.333333333,-1.174574834,-0.70704755,-0.536079956,3,0.658583867,0.308314978,-0.277715903,2.857142857,-1.840439399,-1.168412512,-0.596037028,3,-1.194026545,-0.676736072,-0.410638705,3,0.192761254,0.132805413,0.061386315,3,0.98954166,0.561110991,-0.416741769,3,-0.692948759,-0.323371847,-0.214165452,3,0.82935929,0.588689164,0.345408463,3,-0.568220915,-0.443573345,-0.179934279
187,187,female,white,yr1,Business,math03,Auditory,2,-1.54986651,-0.703068856,-0.230737321,2.75,-1.107233702,-0.85433899,-0.425092688,1.4,-1.120343527,-0.725777172,-0.267597026,2.666666667,0.497563962,0.204131355,-1.387487834,2.9,0.413533247,0.149627408,0.191506949,2.5,-0.856900391,-0.535791834,-0.391426252,3.285714286,-0.05110355,-0.067901031,-0.00473375,3.571428571,-0.154577812,-0.038670216,-0.064937308,3.142857143,-0.831054626,-0.406220981,-0.296779152,2.571428571,-0.692556238,-0.257326994,-0.271083271,3,0.907181607,0.554885882,-0.35827846,4,1.501144709,0.831441515,0.624873446,2,-1.160410505,-0.895619342,-0.476645902,3,-0.430049253,0.180916025,0.027759534
188,188,male,white,yr1,STEM,math02,Kinesthetic,2.444444444,-0.484934048,-0.084535433,-0.026950116,3.75,0.511629518,0.298666908,0.197072541,1.4,-1.163438619,-0.796769197,-0.274855621,1.666666667,1.836901555,1.059606105,-0.601824497,3.2,1.272694221,0.722529859,0.414112122,2.333333333,-1.202988948,-0.622083561,-0.56278639,3,0.430230715,0.391608024,-0.099152493,4,0.933692143,0.432039534,0.327088079,3.428571429,-0.116254536,-0.100849377,-0.057694944,2.285714286,-1.466819234,-0.211501014,-0.670086449,3.285714286,0.088480267,0.246762199,0.016151686,2.857142857,-1.019044668,-0.733010851,-0.448049968,3.333333333,1.478633135,1.232391013,0.585608344,4,1.672984464,0.844932233,0.355099684
189,189,male,Asian,yr1,STEM,math01,Auditory,3.333333333,1.724125064,0.209324975,-0.039790758,2.5,-1.714057209,-0.824124132,-1.454807008,4,4.121756191,2.61759442,1.010391478,2.333333333,1.140847144,0.298652263,-2.881536964,3.5,2.084406334,0.793582167,0.598446744,3.166666667,0.4119701,0.288585837,0.183902599,2.857142857,1.134467377,0.489241717,-0.526777813,3.428571429,-0.387664178,-0.482707495,-0.0495748,4.428571429,2.30779705,1.484983659,0.754432479,3.142857143,0.446787464,0.216656925,0.056428672,3.428571429,0.100721671,0.040335407,-0.099253236,3.857142857,1.204183053,0.61562207,0.400237839,3.666666667,2.125303919,1.682594789,0.837641285,3.5,0.617042712,0.253323526,0.100681125
190,190,female,white,yr1,Business,math01,Auditory,3.666666667,2.804419041,1.493578307,0.565660736,4.75,2.238069075,1.444151105,1.475836163,2.8,1.73195645,0.931837109,0.45013469,1,2.889076374,1.535336024,-1.87067955,3.3,1.602403766,1.074304948,0.517031997,2.833333333,-0.200676086,-0.132661561,-0.092976957,3,0.658583867,0.308314978,-0.277715903,3,-1.51419154,-0.987280358,-0.472937615,3.142857143,-0.870085017,-0.564217005,-0.316627208,2.571428571,-0.678389316,-0.417735872,-0.249590985,3,0.98954166,0.561110991,-0.416741769,3.571428571,0.563523135,0.314254116,0.290049538,3.333333333,1.476030074,1.03889294,0.597441405,4,1.672984464,0.844932233,0.355099684
191,191,female,white,yr2,Business,math03,Kinesthetic,3.555555556,2.503787984,1.11287728,0.51853444,4.5,1.864863725,1.05225142,1.392819729,2.8,1.687398632,1.271002125,0.373183886,1,2.889076374,1.535336024,-1.87067955,3.2,1.33355533,0.633217236,0.42237313,1,-3.795683775,-2.346118309,-1.738333254,3,0.658583867,0.308314978,-0.277715903,3,-1.503620044,-0.932825756,-0.479756445,3,-1.194026545,-0.676736072,-0.410638705,2,-1.994165827,-0.970786781,-0.72694202,1.714285714,3.913665616,2.509573564,-1.572696904,1.857142857,-3.243674045,-1.774248445,-1.133439804,3.666666667,2.172458303,1.622793895,0.915429887,2.25,-2.206042896,-1.434116297,-0.6298445
192,192,female,white,yr1,Other,math01,Auditory,2.444444444,-0.486241306,-0.146980479,-0.088335528,3.5,0.041636727,0.165186427,-0.155731543,1.6,-0.727758878,-0.534995831,-0.171015369,3.333333333,-0.676339719,-0.273062747,1.710691533,2.5,-0.845260869,-0.447358979,-0.30317565,3.333333333,0.74135106,0.61541521,0.327708602,4.142857143,-1.924292313,-1.18442386,0.671593001,4.285714286,1.590486924,1.019253297,0.505471101,4.571428571,2.688226048,1.57639259,0.919789996,3.428571429,1.46074109,0.680573705,0.716984329,4.714285714,-3.058209017,-1.839252509,1.205295383,4.714285714,3.126235837,1.797516227,1.213026966,2.333333333,-0.51113666,-0.251917493,-0.236446022,3.75,1.19892294,0.652257771,0.296172788
193,193,female,white,yr1,Other,math01,Kinesthetic,2.111111111,-1.509941985,-0.78608301,-0.417422262,2.5,-1.655548452,-1.136471411,-1.414183322,1.8,-0.394887101,-0.266757832,-0.069261041,4,-1.494122992,-1.035480771,1.26030338,3.4,1.735331745,1.133483318,0.505287058,5,3.98427509,2.58077855,1.816831043,3.857142857,-1.507870439,-0.672444716,0.610016422,4.714285714,2.639261031,1.444150604,0.85830328,3.571428571,0.269715627,0.145583844,0.156400757,3,0.336102602,0.168308522,0.235709331,4.428571429,-2.459312198,-1.463933351,0.986241118,5,3.736288733,2.232364636,1.382311068,3,0.82935929,0.588689164,0.345408463,3.75,1.19892294,0.652257771,0.296172788
194,194,female,Black,yr3,Other,other,Kinesthetic,3.333333333,1.911678574,1.013073627,0.464637131,4.75,2.238069075,1.444151105,1.475836163,2.2,0.441729098,0.150207619,0.126633312,3,0.210401188,-0.175613474,-3.442006225,4,3.781219965,2.154881163,1.242580776,4.166666667,2.364951148,1.558935484,1.077693377,4,-1.631108192,-1.017339125,0.582392674,3.714285714,0.211293838,0.137706894,0.072877354,3,-1.194026545,-0.676736072,-0.410638705,2.571428571,-0.769161888,-0.217761794,-0.327251903,2.714285714,1.705841726,0.940163469,-0.757881231,3.285714286,-0.073631624,0.074353171,-0.000505568,3,0.82935929,0.588689164,0.345408463,3.5,0.724861417,0.459583308,0.237245892
195,195,male,white,yr1,Business,math03,Kinesthetic,2.444444444,-0.490126486,-0.598273501,-0.194297239,2.5,-1.563481599,-1.086304186,-0.856720162,2.4,0.867400212,0.705587991,0.164858266,3,-0.033056537,-0.178541839,0.216642403,3,0.697905981,0.310849486,0.258081643,3,0.094295657,0.117330121,0.039248895,3,0.658583867,0.308314978,-0.277715903,3,-1.503620044,-0.932825756,-0.479756445,3,-1.194026545,-0.676736072,-0.410638705,3,0.192761254,0.132805413,0.061386315,3,0.98954166,0.561110991,-0.416741769,3,-0.692948759,-0.323371847,-0.214165452,3,0.82935929,0.588689164,0.345408463,3,-0.568220915,-0.443573345,-0.179934279
196,196,female,Black,yr1,Other,math01,Auditory,2,-1.549700051,-0.520954902,-0.125314004,3.25,-0.196502498,-0.431204388,0.260203636,1,-1.957885179,-1.089803394,-0.498788129,2,1.315347235,0.966549379,-0.93709968,3,0.697905981,0.310849486,0.258081643,4,2.039285373,1.349054335,0.928039969,4.857142857,-3.68027058,-2.103349014,1.385001491,4,0.878462865,0.56478416,0.266050467,5,3.743454134,2.288068128,1.261820986,3,0.162017845,0.17416045,-0.048983095,5,-3.628486279,-2.337109929,1.384601504,4.714285714,3.120932491,1.776460805,1.163893731,3.666666667,2.172458303,1.622793895,0.915429887,4,1.672984464,0.844932233,0.355099684
197,197,female,white,yr1,Health,stats,Visual,2.333333333,-0.737830521,-0.259029796,-0.06440903,3.5,0.10916979,0.062940862,0.093744264,1.4,-1.163438619,-0.796769197,-0.274855621,3.333333333,-0.563677035,-0.561215034,1.82077264,2.8,0.078720834,-0.032696212,0.020672059,3.333333333,0.73972085,0.564787197,0.335283563,3.285714286,-0.140974007,-0.016396782,0.071998332,3.714285714,0.194449909,0.253747144,0.018699208,3.857142857,0.866969671,0.487175372,0.273860023,2.714285714,-0.406433371,-0.222533516,-0.119106384,3,0.872138413,0.55737767,-0.294656573,2.428571429,-1.942788461,-1.159249291,-0.784882393,3,0.82935929,0.588689164,0.345408463,3.25,0.039587377,0.113989885,-0.004062054
198,198,female,white,yr1,Other,math01,Kinesthetic,3.555555556,2.503296057,1.493096234,0.546234665,5,2.611274425,1.836050791,1.558852597,2.4,0.904423424,0.274203881,0.284558886,1.333333333,2.367522053,1.442279299,-2.205954733,2.1,-2.02016573,-1.266227049,-0.618088812,1.666666667,-2.483235163,-1.539857763,-1.141434665,3,0.327854775,0.337241739,-0.000330857,3.571428571,-0.116192462,-0.055374591,-0.058077841,3.714285714,0.552293483,0.358112726,0.189773771,1.857142857,-2.447624022,-0.876972817,-1.008104438,3.428571429,-0.128875777,-0.008181617,0.024200538,4,1.521669987,0.954496394,0.584072808,3,0.82935929,0.588689164,0.345408463,4,1.672984464,0.844932233,0.355099684
199,199,female,Asian,yr1,STEM,math03,Visual,1.333333333,-3.312072802,-1.693517484,-0.590826183,1.75,-2.809139469,-1.847410398,-1.395868956,1,-1.957885179,-1.089803394,-0.498788129,5,-2.955189447,-1.892419703,2.303964356,2.2,-1.616329724,-1.097891676,-0.437268002,3.166666667,0.486697018,0.246050378,0.232202411,3.571428571,-0.880805254,-0.134367742,0.379819657,4.285714286,1.562801014,1.039844787,0.467314843,4,1.345355003,0.714431629,0.437839416,3.857142857,2.010568833,1.018088904,0.714045811,4.285714286,-2.130402696,-1.172759726,0.85902977,3.857142857,1.199586848,0.696260149,0.36650263,3,0.831962352,0.782187237,0.333575402,3.75,1.09552913,0.705598592,0.250356505
200,200,female,white,yr3,STEM,other,Kinesthetic,1.444444444,-3.178692139,-1.753370089,-0.693225322,1.75,-2.901206322,-1.897577623,-1.953332117,1.2,-1.566031894,-0.693943532,-0.437052577,4.666666667,-2.546297811,-1.511210691,2.529158433,1.9,-2.500324327,-1.637280346,-0.710979911,5,3.98427509,2.58077855,1.816831043,5,-3.920800251,-2.342993227,1.442501251,5,3.312899741,1.915324116,1.090864446,5,3.743454134,2.288068128,1.261820986,5,4.566615416,2.339989801,1.638042984,5,-3.628486279,-2.337109929,1.384601504,5,3.736288733,2.232364636,1.382311068,1,-3.150180301,-2.379927848,-1.298700268,2.75,-1.011929481,-0.218018219,-0.167732128
201,201,female,white,yr1,Other,math01,Visual,2,-1.707705543,-1.097031116,-0.45028395,2.25,-2.087262559,-1.216023817,-1.537823442,1.8,-0.335905593,-0.139135969,-0.109279817,4,-1.494122992,-1.035480771,1.26030338,1.8,-2.823290794,-1.699882655,-0.850046737,4.666666667,3.367264011,2.048357484,1.54750281,4.428571429,-2.63422727,-1.646421013,0.965523109,4.857142857,2.948266533,1.750896337,0.960905566,4.428571429,2.395496244,1.382789849,0.820455597,3.714285714,1.696689173,0.875646255,0.49325645,4.571428571,-2.688409691,-1.771134476,1.062838759,4.428571429,2.491752377,1.417542614,0.860727362,2,-1.160410505,-0.895619342,-0.476645902,3.5,0.513648901,0.306664348,0.054864842
202,202,female,white,yr1,STEM,stats,Kinesthetic,2.666666667,0.065498788,-0.042855138,-0.009122942,3.5,0.070891105,0.009012787,-0.1354197,2,0.00678072,-0.316644267,0.057639165,4,-1.494122992,-1.035480771,1.26030338,3.3,1.573727226,0.822498433,0.586836605,2.666666667,-0.46931869,-0.533937443,-0.200223931,3.857142857,-1.414766586,-0.626877835,0.5474677,4.142857143,1.187468367,0.871529893,0.368652753,3.428571429,0.016216862,-0.155067622,0.046199738,3.285714286,1.030816227,0.200120114,0.54163096,3.857142857,-1.049484993,-0.803853936,0.392086951,4,1.546739594,0.787331623,0.555935589,3.666666667,2.125303919,1.682594789,0.837641285,3,-0.69754279,-0.54886151,-0.206131125
203,203,male,white,yr1,Business,math02,Kinesthetic,2,-1.634057227,-0.825910836,-0.254428211,2.75,-1.077979323,-1.010512629,-0.404780845,1.4,-1.190259115,-0.5068528,-0.328490298,3.666666667,-1.206960218,-0.655735942,3.31482177,2.3,-1.449009097,-0.996481332,-0.465478845,3,0.148147154,0.014175821,0.07840682,2.285714286,2.213877983,1.342568375,-0.841900364,4.571428571,2.321119725,1.309490699,0.748766683,3.428571429,-0.093710612,-0.236638219,-0.046782172,2.571428571,-0.633521879,-0.50856795,-0.122373308,3.857142857,-1.227958567,-0.549391189,0.583565889,4.142857143,1.859118981,1.206738986,0.75899959,1.666666667,-1.80968435,-1.539321191,-0.716845783,3.5,0.724861417,0.459583308,0.237245892
204,204,female,Asian,yr3,STEM,stats,Visual,3.444444444,2.269112171,0.949569561,0.406410563,3.75,0.603696371,0.348834132,0.754535701,3.2,2.542677607,1.585779728,0.627691117,2.666666667,0.254106237,0.20120299,2.271160794,1.4,-3.982630068,-2.484801434,-1.263976196,5,3.98427509,2.58077855,1.816831043,5,-3.920800251,-2.342993227,1.442501251,5,3.312899741,1.915324116,1.090864446,4.571428571,2.717874454,1.545468477,0.946954023,4.285714286,3.328496737,1.594876704,1.382463719,5,-3.628486279,-2.337109929,1.384601504,5,3.736288733,2.232364636,1.382311068,3.333333333,1.478633135,1.232391013,0.585608344,3.5,0.621467606,0.512924129,0.191429609
205,205,male,white,yr1,Business,math02,Kinesthetic,2.444444444,-0.521784346,-0.051577095,-0.110963395,3.5,0.026127243,0.222875351,-0.254866776,1.6,-0.727564788,-0.382856539,-0.170564724,2.666666667,0.384901278,0.492283642,-1.49756894,2.6,-0.460622057,-0.454907554,-0.026759055,3.166666667,0.422696116,0.387756924,0.188925941,2,2.836939772,1.631791303,-1.064965357,2.857142857,-1.840439399,-1.168412512,-0.596037028,3,-1.231694266,-0.619846908,-0.432259014,1.714285714,-2.635241274,-1.38429784,-0.99309546,2,3.202574834,2.013129405,-1.256697153,2.428571429,-1.966619368,-1.332013427,-0.744998067,3,0.82935929,0.588689164,0.345408463,3.75,1.19892294,0.652257771,0.296172788
206,206,female,white,yr1,Business,math02,Visual,2.111111111,-1.335515389,-0.653396223,-0.259088389,2.75,-1.145512386,-0.908267064,-0.654256652,1.6,-0.727758878,-0.534995831,-0.171015369,4,-1.615851854,-1.036944954,3.089627693,3.7,2.814312961,1.65789786,0.929572987,3.833333333,1.727153395,1.155392038,0.780824827,4.142857143,-2.035628467,-1.186601637,0.744452124,4.571428571,2.29206743,1.368700344,0.727232605,4.285714286,1.900052927,1.166493004,0.602701362,2.714285714,-0.253264964,-0.19073208,-0.011413139,4.714285714,-2.933608664,-1.964698725,1.104830986,4,1.562687902,0.761538323,0.55488121,2.666666667,0.135534123,0.198286283,0.01558692,4,1.672984464,0.844932233,0.355099684
207,207,male,white,yr3,STEM,other,Visual,2.333333333,-0.802293559,-0.145459083,-0.071963987,3.75,0.511629518,0.298666908,0.197072541,1.2,-1.5821124,-0.902712662,-0.39022585,3,-0.14571922,0.109610448,0.106561297,2.7,-0.1392037,-0.215145709,0.066511343,2.833333333,-0.23936145,-0.13117646,-0.115404216,4.142857143,-1.885398859,-1.499871277,0.600848092,5,3.312899741,1.915324116,1.090864446,5,3.743454134,2.288068128,1.261820986,5,4.566615416,2.339989801,1.638042984,3.142857143,0.428418088,0.395636743,-0.079336317,5,3.736288733,2.232364636,1.382311068,3.333333333,1.523184457,0.979092046,0.675230006,3.75,1.19892294,0.652257771,0.296172788
208,208,male,white,yr2,STEM,stats,Visual,1.444444444,-3.073816658,-1.499139094,-0.554195316,2,-2.377425362,-1.767857991,-1.272228837,1,-1.957885179,-1.089803394,-0.498788129,3.666666667,-1.085231355,-0.654271759,1.485497456,2.3,-1.363363357,-0.680893889,-0.42093613,1.833333333,-2.195605044,-1.33426607,-1.015912434,2.857142857,0.86239261,0.69846625,-0.332080058,2.857142857,-1.848066276,-0.943383194,-0.604318615,3.428571429,-0.058005302,-0.075221073,0.009601945,1.714285714,-2.452962826,-1.252550231,-0.77002462,2.857142857,1.086237092,0.977983994,-0.333759013,2,-2.902750837,-1.967790411,-1.228286195,3.333333333,1.476030074,1.03889294,0.597441405,3.75,1.09552913,0.705598592,0.250356505
209,209,male,white,yr3,STEM,other,Auditory,1.111111111,-3.908228285,-2.060232428,-0.737998723,1.25,-3.638592716,-2.471275279,-1.910512864,1,-1.957885179,-1.089803394,-0.498788129,2.666666667,0.610226646,-0.084020932,-1.277406727,1,-5.141158107,-3.250558474,-1.548816894,5,3.98427509,2.58077855,1.816831043,4.714285714,-3.322201449,-1.883173851,1.221430266,4.571428571,2.29206743,1.368700344,0.727232605,4.285714286,2.004637682,1.189937311,0.675382886,4.285714286,3.112846708,1.553163428,1.235450109,4.571428571,-2.670818453,-1.751373656,0.99136727,4.714285714,3.089852398,1.820876653,1.127499689,2,-1.160410505,-0.895619342,-0.476645902,3.5,0.621467606,0.512924129,0.191429609
210,210,male,white,yr2,Health,stats,Kinesthetic,2.555555556,-0.156315365,0.127569176,0.081935463,4,0.967877415,0.530632104,0.628700014,1.4,-1.163438619,-0.796769197,-0.274855621,2.333333333,0.906455598,0.585340367,-1.162293757,3,0.494058702,0.49659677,0.012320622,1.5,-2.786271336,-1.684976986,-1.276051504,2.285714286,2.084355503,1.322168665,-0.714106524,2.428571429,-2.734739931,-1.852929859,-0.82208326,3.285714286,-0.52243534,-0.469499594,-0.24191299,1.714285714,-2.767488103,-1.209341946,-1.196771163,2.285714286,2.516244801,1.602922932,-0.982061647,2.285714286,-2.310738825,-1.297044972,-0.704968813,2.666666667,0.135534123,0.198286283,0.01558692,3.75,1.09552913,0.705598592,0.250356505
211,211,female,white,yr1,Other,math02,Visual,3,1.01585785,0.171838234,0.072074461,3,-0.734028352,-0.462439305,-0.342076254,3,2.123809736,1.32769697,0.511870243,2.666666667,0.610226646,-0.084020932,-1.277406727,3.1,1.053958452,0.520918623,0.330862646,3,0.094295657,0.117330121,0.039248895,3,0.658583867,0.308314978,-0.277715903,3.142857143,-1.052999086,-0.69281766,-0.290182071,2.714285714,-1.893786288,-1.0546145,-0.652784517,3.428571429,1.112760681,0.536132327,0.359719773,3,0.98954166,0.561110991,-0.416741769,2.428571429,-1.932291151,-1.008274194,-0.632715098,2,-1.160410505,-0.895619342,-0.476645902,3,-0.568220915,-0.443573345,-0.179934279
212,212,female,white,yr1,Business,math03,Auditory,3.333333333,1.92014708,1.098305361,0.416901356,4.75,2.155026528,1.604085594,1.127225123,2.2,0.511644686,-0.068716752,0.187526584,2.666666667,0.384901278,0.492283642,-1.49756894,1.3,-4.288039904,-2.766892238,-1.349092812,3,0.162661452,0.086797242,0.074974042,3.142857143,0.346892524,0.204398718,-0.198785954,2.857142857,-1.713006311,-1.474296677,-0.440601964,2.857142857,-1.452215264,-0.826908854,-0.423378937,2.857142857,-0.149420546,-0.287686212,-0.082507091,3,0.884408681,0.45686034,-0.270153704,3.285714286,-0.0860193,-0.135185373,-0.14696127,2,-1.163013567,-1.089117415,-0.464812841,3.25,-0.150440413,-0.827757457,-0.172516993
213,213,female,white,yr3,Other,other,Kinesthetic,3.555555556,2.372696502,1.312897657,0.334900538,4.25,1.273549702,1.024777354,0.462240641,3,2.108654683,1.065988612,0.593993719,1.333333333,2.367522053,1.442279299,-2.205954733,3.9,3.315051589,2.387244539,0.989004455,3.666666667,1.347547377,0.859168728,0.610411924,3,0.856446776,0.248321645,-0.444827314,2.857142857,-1.943061889,-0.89744517,-0.695346379,2.571428571,-2.270435885,-1.03773758,-0.765354719,2.571428571,-0.734607544,0.146121749,-0.371270155,2.857142857,1.418504425,0.628079731,-0.686401536,2.714285714,-1.359858495,-0.648333138,-0.407104402,1,-3.150180301,-2.379927848,-1.298700268,3.25,0.044012271,0.373590488,0.08668643
214,214,male,white,yr2,Business,math03,Auditory,4.111111111,4.049117818,1.783862738,0.718162404,4.5,1.835609346,1.208425059,1.372507886,3.8,3.79889304,2.055749415,0.974252448,1,2.889076374,1.535336024,-1.87067955,4.2,4.31001376,2.455493939,1.556843974,2.833333333,-0.191507182,-0.227616378,-0.08298737,2.857142857,0.920854158,0.581861846,-0.310761926,3,-1.502509546,-0.870308937,-0.447422704,2.714285714,-1.892738708,-1.14209103,-0.665753353,2.714285714,-0.429285246,0.006879077,-0.043861144,3.285714286,0.336904345,0.057028462,-0.178972339,3.142857143,-0.386106786,0.062351199,0.019857131,3,0.82935929,0.588689164,0.345408463,2.5,-1.757909436,-1.40007082,-0.551298167
215,215,female,white,yr3,STEM,math03,Kinesthetic,3.555555556,2.428497421,1.278455236,0.520750416,5,2.611274425,1.836050791,1.558852597,2.4,0.833776473,0.698206773,0.188819509,2.333333333,0.906455598,0.585340367,-1.162293757,1.3,-4.344240733,-2.609821919,-1.368884362,1.333333333,-3.16151246,-1.870026627,-1.45401573,2.714285714,1.037789732,0.799238892,-0.294260965,2.571428571,-2.662456939,-1.228019964,-0.99200452,3.714285714,0.509084597,0.259977599,0.119415278,3,0.189731746,0.392741458,0.01518536,2.571428571,1.901775319,1.18846601,-0.70456114,1.142857143,-4.805224264,-2.838880184,-1.743368637,4,2.819129086,2.072997671,1.167462829,3.5,0.518073795,0.566264951,0.145613326
216,216,male,white,yr1,Business,math02,Visual,1.777777778,-2.245649228,-1.252099804,-0.514318461,2,-2.460467909,-1.607923502,-1.620839876,1.6,-0.727758878,-0.534995831,-0.171015369,3.666666667,-1.085231355,-0.654271759,1.485497456,3.1,0.998655538,0.525182595,0.354728801,3.833333333,1.705628266,1.100547754,0.773386858,4,-1.631108192,-1.017339125,0.582392674,3.857142857,0.509120225,0.169063946,0.2014952,3.714285714,0.51482641,0.149957141,0.137438786,3.857142857,2.268099684,1.11797431,0.946720162,4,-1.31947231,-0.887999469,0.483929867,4.428571429,2.457366654,1.412249205,0.823417008,3,0.82935929,0.588689164,0.345408463,3.75,1.19892294,0.652257771,0.296172788
217,217,female,white,yr1,Other,math01,Auditory,2.888888889,0.70886803,0.471778713,0.140115481,4,0.900344352,0.632877669,0.379224207,2,0.109782774,-0.170969609,0.060175734,1.666666667,1.845967733,1.349222574,-2.541229917,2.5,-0.756673997,-0.495968119,-0.26291736,4.166666667,2.279425118,1.645797747,1.026978938,4.142857143,-1.871115403,-1.190981566,0.639525258,4.428571429,1.927434222,1.204272566,0.597273724,4.285714286,1.989513885,1.111037633,0.664675349,2.285714286,-1.151353237,-0.539090444,-0.314165871,3.285714286,0.211062044,0.140692927,-0.071287465,4.428571429,2.447428833,1.560791428,0.889002648,2,-1.157807443,-0.702121269,-0.488478964,3.5,0.724861417,0.459583308,0.237245892
218,218,female,white,yr3,Business,math03,Visual,3.555555556,2.436615753,1.196218245,0.510832412,4.75,2.238069075,1.444151105,1.475836163,2.6,1.226361122,0.888988114,0.285401166,1.333333333,2.367522053,1.442279299,-2.205954733,3.2,1.257906445,0.869326023,0.40438799,1.333333333,-3.178672696,-1.813697243,-1.46900502,2.571428571,1.485305733,1.051072225,-0.489861968,2.714285714,-2.173590513,-0.970065066,-0.807185928,2.571428571,-2.256874852,-1.530593307,-0.749402856,2.285714286,-1.234708315,-0.622280757,-0.525841398,2.714285714,1.588441637,1.124497463,-0.687095347,2.428571429,-1.990273712,-1.173702845,-0.710232943,2.333333333,-0.51113666,-0.251917493,-0.236446022,3,-0.650111556,-0.491204141,-0.336118483
219,219,male,white,yr2,Business,math02,Visual,3,1.01585785,0.171838234,0.072074461,3,-0.734028352,-0.462439305,-0.342076254,3,2.123809736,1.32769697,0.511870243,3,-0.033056537,-0.178541839,0.216642403,3,0.708240032,0.2747243,0.265273017,3,0.094295657,0.117330121,0.039248895,3,0.658583867,0.308314978,-0.277715903,3,-1.503620044,-0.932825756,-0.479756445,3,-1.194026545,-0.676736072,-0.410638705,3,0.192761254,0.132805413,0.061386315,3,0.98954166,0.561110991,-0.416741769,3,-0.692948759,-0.323371847,-0.214165452,3,0.82935929,0.588689164,0.345408463,3,-0.568220915,-0.443573345,-0.179934279
