"","sex","race","class","major","math.level","modality","mea","mla","selfEfficacy","technology","cooperative","deductive","demonstrative","inductive","integrative","lecture","repetitive","engage","resource","teacher.ctrd","student.ctrd"
"41","male","white","yr1","STEM","math03","Kinesthetic",-1.53160943418754,-0.170172937748174,2.534679715241,1.28162900535623,0.236938845558787,0.654650540908853,0.615013224580427,0.484834924831394,0.215847539613605,0.575980642174656,0.968174118836359,0.550414414456535,-0.294912104566007,0.635309198250531,0.312680851657244
"42","male","white","yr1","STEM","math03","Visual",0.287123661854249,-0.393856948823324,0.338456163699681,1.05261178211165,0.0861498424537317,-0.199370471235965,-0.233858409906309,-0.25129535909371,-0.501280040559409,0.44749358618005,-1.34436291128967,-0.599007414541915,-0.352923347074065,-0.16365747040006,-0.239170603881992
"43","female","white","yr1","STEM","math02","Visual",0.704610973598293,0.556594471252571,-2.42811196757463,-0.138246430624694,-1.43982549741706,-1.02576043420342,-0.0755992951314959,-0.219142241052221,-1.20947533578094,-0.333706950975115,-0.183118610946897,-0.924734264395479,-0.294912104566007,-0.455946363321326,-0.893366429867706
"44","female","white","yr3","Other","other","Visual",-0.238183486949403,-0.497556424846265,1.03828546715453,-0.233953377907284,0.660465961291332,0.00480421528296266,-0.234212487370543,0.165085722741225,-0.246718631297632,0.0769574584378162,0.0928762694159258,0.484725501406459,-0.352923347074065,-0.0265653404247922,0.153298334831721
"45","female","white","yr1","STEM","math02","Kinesthetic",0.374461492910856,-0.0433182355795165,-1.38415844928541,-0.26038116509647,0.931198187346884,0.586406600707224,0.306628815783969,0.42510187829924,0.611885486438628,0.372313141365435,0.581026256999934,-0.346338725843645,0.17970236257254,0.434563343677204,0.620442369170932
"46","female","white","yr5+","STEM","other","Kinesthetic",-1.19889455682866,-0.497556424846265,0.929968952191661,0.973578533292454,0.668785656230481,1.45210273364758,1.09562411681238,1.25970296808463,0.287619594797397,1.3870550416303,-0.371732838278221,0.484725501406459,-0.133556819734785,1.07025430951376,0.727874732693121
"47","female","white","yr2","STEM","math04","Visual",-1.11155672577205,-0.497556424846265,0.929968952191661,1.0515512456011,-0.207584911262774,-0.408496870336186,0.516524210234371,0.445698258085567,-0.547609237875501,0.786281016493266,-1.1545718476104,1.31578972865656,-0.352923347074065,0.0748561741128528,-0.0908633668161937
"48","female","Asian","yr1","STEM","stats","Kinesthetic",-0.623368029838954,-0.0433182355795165,-1.49247496424828,1.23054860569901,-0.707750593083517,-1.1449856651735,-0.947357923896185,-1.11470806961529,0.095568161094402,-0.484373342228659,-0.786455873191921,-0.0936700371453748,-0.191568062242842,-0.830129771062847,-0.549118665557514
"49","female","white","yr2","Business","math03","Auditory",0.78938340798346,-0.0356693319160627,2.27770380661051,-0.127962264935699,-0.216250759130158,0.38243068709699,0.13601132516518,-0.427864202664323,0.145860974086945,-0.536003355970955,0.922039306631173,-0.921049640342871,0.161499474419406,0.126364579612795,-0.156110596523368
"50","female","Black","yr5+","STEM","other","Kinesthetic",-1.70371969962931,-0.290157472800384,1.7169465618504,0.631774592114571,0.0692248446601883,0.439086826763869,0.384165323039076,0.555249361015664,0.604271342784349,0.191472377546591,0.581026256999934,-0.0899854130927663,-0.191568062242842,0.359871848862866,0.428241268035575
"51","male","white","yr1","STEM","math03","Kinesthetic",1.03732585095717,0.260315639859759,-0.488864324663798,0.417599608793023,-1.10190614182029,-1.58955936046304,-0.416215447802883,-1.75895218896675,-1.09723200585259,-1.14810241443897,-1.20454317545069,-0.346338725843645,-0.352923347074065,-1.05904557394493,-1.30240125554559
"52","male","Black","yr2","Health","stats","Kinesthetic",-2.01851796765663,-0.389446695623462,1.49072619695178,1.52393034932561,-1.73356025113357,-1.27189692574926,-1.07279355685028,-0.137470271347073,-0.340739563766783,-0.945193839810399,-1.27684965292964,-0.855360727292794,-0.352923347074065,-1.08220088782522,-0.639326176724221
"53","female","white","yr2","Other","math01","Kinesthetic",0.181869221466081,-0.0551930414089239,-0.00566805113469071,0.275280828300816,-0.103277318570553,-1.04708837341827,-1.22117448886805,-0.386042449145164,-0.517294403662759,-1.20287404758824,-0.00566253371130024,-0.0936700371453748,-0.294912104566007,-0.96663027951802,-0.343814081247927
"54","female","white","yr2","STEM","stats","Auditory",-0.866179679469784,-0.278877052484074,1.3824096819889,-0.65609814878439,1.66934150941113,1.39500778656879,1.09562411681238,1.25970296808463,0.450558032369022,1.3870550416303,1.07654562239502,0.484725501406459,0.873683357050368,1.22263136053356,1.05822166386895
