"","ID","sex","race","class","major","math.level","modality","Anxiety.mea.avg","Anxiety.mea.pca1","Anxiety.mea.wt.pca","Anxiety.mea.cfa","Anxiety.mla.avg","Anxiety.mla.pca1","Anxiety.mla.wt.pca","Anxiety.mla.cfa","SelfEfficacy.avg","SelfEfficacy.pca1","SelfEfficacy.wt.pca","SelfEfficacy.cfa","Technology.avg","Technology.pca1","Technology.wt.pca","Technology.cfa","Cooporative.avg","Cooporative.pca1","Cooporative.wt.pca","Cooporative.cfa","Deductive.avg","Deductive.pca1","Deductive.wt.pca","Deductive.cfa","Demonstration.avg","Demonstration.pca1","Demonstration.wt.pca","Demonstration.cfa","Inductive.avg","Inductive.pca1","Inductive.wt.pca","Inductive.cfa","Integrative.avg","Integrative.pca1","Integrative.wt.pca","Integrative.cfa","LectureType.avg","LectureType.pca1","LectureType.wt.pca","LectureType.cfa","Repetitive.avg","Repetitive.pca1","Repetitive.wt.pca","Repetitive.cfa","SocialEngage.avg","SocialEngage.pca1","SocialEngage.wt.pca","SocialEngage.cfa","BehaveEngage.avg","BehaveEngage.pca1","BehaveEngage.wt.pca","BehaveEngage.cfa","Resource.avg","Resource.pca1","Resource.wt.pca","Resource.cfa"
"11",11,"male","Black","yr3","STEM","math01","Visual",4,0.703910415972623,0.492614389201437,0.364938419112726,1.5,-0.859606541080229,-0.80268512460863,-0.453160944143778,2.33333333333333,-2.88366886308507,-1.53488332486397,-1.87004352818225,5,5.14006484697988,3.24043328690884,1.54541374373052,1.33333333333333,-3.15124315089507,-1.90013411563118,-1.44217099387396,2.57142857142857,-1.48633638654616,-0.879347193505898,-0.516828891559823,2.14285714285714,-3.56991788001994,-1.83236174300432,-1.18731965700142,2.71428571428571,-1.79342848192039,-1.1022938512223,-0.55879284351764,2.28571428571429,-1.19496023802063,-0.441270171200042,-0.44188342609899,3.14285714285714,-0.688691442512131,-0.354867112996486,-0.362261520188716,3,-0.719545905996964,-0.493207339357373,-0.258804843751769,3,1.15519156821226,0.691495715051936,0.48382173281679,2,-2.08839911380415,-1.4142525501993,-0.687560328193648,1.25,-1.19656548524939,-0.649263470838488,-0.297418822153198
"12",12,"male","white","yr5+","STEM","math03","Visual",4,0.74354859597434,0.830107313774762,0.463439678814223,1.75,-0.472685978024866,-0.443540143265327,-0.229661454585559,4,-0.270134697016774,-0.777530568761602,-1.57820137414511,5,5.14006484697988,3.24043328690884,1.54541374373052,2.5,-0.862221577585591,-0.518112543900024,-0.401496019157316,3.42857142857143,0.440953664285083,0.174571096344355,0.192340968928555,4.57142857142857,2.26488338782666,1.46599141924767,0.723843388797153,3,-1.08477454937602,-1.05099854117186,-0.363869722534388,1.57142857142857,-2.88469996322646,-1.56327230597796,-1.02556334222897,3.57142857142857,0.342884360577544,0.342059721353467,0.105215451898245,3.71428571428571,0.900791224470718,0.526320313838759,0.31845659326256,2,-0.831501585872319,-0.591434741262175,-0.348936508282686,3,-0.0487548449240131,-0.0622943890997189,-0.00699482262527438,1.5,-0.615489865650935,-0.249139968624752,-0.102519001214931
"13",13,"female","white","yr2","Health","stats","Auditory",3,-0.728404350498393,-0.677525775767043,-0.400463601843142,3.5,2.59609561373107,2.04097328743336,1.22464161510373,3.33333333333333,1.49749987277741,1.03766649323871,1.25907963511049,3.5,0.757101713764344,0.425888611178795,0.275828908638423,2.66666666666667,-0.473041508466277,-0.465479423627018,-0.205896064542063,3.85714285714286,1.32212462383506,0.706791494537571,0.52600804527225,4.28571428571429,1.49398442500022,0.947932548084744,0.48723061414336,2.71428571428571,-1.98909547470534,-1.23858555802548,-0.737221701021903,3.28571428571429,0.694885905607461,0.31855727522129,0.23328864453096,2.57142857142857,-1.85665488002123,-1.17348858426538,-0.786789367846098,3.57142857142857,0.581882319947597,0.296628296712721,0.149322162611065,2.66666666666667,0.462224900371202,0.286039990001859,0.153701857065764,4,1.99088942395612,1.28966377199986,0.673570682943099,1,-1.67193309805374,-0.844137146503784,-0.357745495736532
"14",14,"female","white","yr5+","STEM","other","Kinesthetic",4,0.726844657074171,0.567189852853173,0.419840539947484,1.5,-0.971866214169485,-0.592004443395141,-0.396268133256092,3.33333333333333,1.49749987277741,1.03766649323871,1.25907963511049,2.3,-2.73326656799652,-2.09555233106641,-0.892074509085242,2,-1.70229245334824,-1.34012970136639,-0.760167405102661,2.57142857142857,-1.31728986588092,-0.8284362680605,-0.444683743373784,3.14285714285714,-1.0538935214826,-0.482607089584757,-0.342568004534757,3.57142857142857,0.408361879217908,0.259687366498197,0.228538777746406,2.57142857142857,-0.758714756751334,-0.32931405293828,-0.506972506901066,4,1.63934116499035,0.920532720075314,0.763021896214473,2.57142857142857,-1.63664470818726,-1.20865338529786,-0.845246759237896,1.66666666666667,-1.52867914040397,-1.20698385826128,-0.679005168209562,4,1.99088942395612,1.28966377199986,0.673570682943099,1.5,-0.721197872445042,-0.454389795173192,-0.237092148569864
"15",15,"male","white","yr1","STEM","math04","Visual",3,-0.728404350498393,-0.677525775767043,-0.400463601843142,2,-0.0615050636673842,-0.180507701210964,-0.017154141823137,4,1.60902514716809,0.750332742891604,1.15371501731874,3.2,-0.133297217609826,0.0238043130845201,-0.123047590383223,3.33333333333333,0.739066361189706,0.497347262539024,0.335114397652765,4,1.58333247703616,1.00964282120839,0.538028958097297,4,0.960026839100827,0.579823972578804,0.318750104378876,4.14285714285714,1.73800080508595,1.27763677352282,0.612278556586324,3.14285714285714,0.43443606555984,0.20982972434059,0.121650890731924,4.14285714285714,1.88999576429542,0.969116897057343,0.805406965896749,3.42857142857143,0.260215387931455,0.164597224564033,0.157617230554362,4,3.15030649567803,2.3946129552641,1.31647754226797,4,1.99088942395612,1.28966377199986,0.673570682943099,2.25,0.908328095424066,0.0137055407937179,0.0359291949246917
"16",16,"female","white","yr1","Other","math02","Kinesthetic",4.66666666666667,1.67615318842146,1.25964414252496,0.915575507629149,3.25,2.10559184636806,1.45168377656102,1.02003124784112,2.33333333333333,-2.88366886308507,-1.53488332486397,-1.87004352818225,4.2,2.66376260070172,1.65194383867584,0.709929120609589,1.66666666666667,-2.39888904859744,-1.61971310382872,-1.08723063613379,2.42857142857143,-1.7596470233183,-1.17089188921943,-0.591815239100854,3.28571428571429,-0.829120745080424,-0.556257729001162,-0.296174774731557,4.14285714285714,1.59902246087388,1.13984683496406,0.519912682086852,2.42857142857143,-0.937326936967164,-0.226778781758279,-0.338139289069739,3.14285714285714,-0.582536038157862,-0.456134176347612,-0.277987483181809,3.71428571428571,0.842802773706183,0.569631562388032,0.319879868529788,1,-2.82240562664749,-2.08445858952531,-1.18164353355801,3.33333333333333,0.616731817510375,0.343574836846872,0.203189205202321,1,-1.67193309805374,-0.844137146503784,-0.357745495736532
"17",17,"female","white","yr1","Other","math01","Auditory",3.33333333333333,-0.239167813173285,-0.388181897740207,-0.11949356660092,1,-1.79422804288445,-1.11806932750387,-0.821282758780936,3,1.90678425491513,1.41858519379344,1.04152711160124,3,-0.696168605977766,-0.314361307404878,-0.255894690265229,5,3.98859198390332,2.58540564800849,1.81924269522743,5,3.92602569497344,2.35757411541285,1.45039537239774,5,3.31150917686338,1.92132264130113,1.09454554129571,5,3.74144114399981,2.28283476961181,1.26187175459162,3,0.193256545329035,0.132147891150883,0.0631382206629184,5,3.63024410131203,2.35278064546,1.38533618864896,5,3.73794706238797,2.23668202166913,1.38459868253754,4,3.15030649567803,2.3946129552641,1.31647754226797,4,1.99088942395612,1.28966377199986,0.673570682943099,1.75,-0.245830259640692,-0.259516119507896,-0.17676547498653
"18",18,"female","Black","yr2","Health","stats","Kinesthetic",3.33333333333333,-0.245398115374665,-0.199839900470353,-0.13079654856894,2.25,0.365076925890742,0.341765814541327,0.202396874985178,4.33333333333333,0.269646726364252,-0.105089608425478,1.91173720563825,3.5,0.864997763559984,0.497748616318608,0.33291993374529,4,2.04219916272112,1.3522340736904,0.930021156470777,3.85714285714286,1.27673084950595,0.819989751366021,0.443619131712715,3.85714285714286,0.537454729545996,0.311619446047492,0.168370595120801,3.85714285714286,0.882271666122142,0.603713465305668,0.279882068672576,3.71428571428571,1.79885811518524,0.937922450487907,0.61313117112547,3.57142857142857,0.30708879926884,0.155334064387718,0.0772304386006364,3.85714285714286,1.2129579459233,0.783449144531845,0.452030323320542,2.33333333333333,-0.184638342750558,-0.152697375630158,-0.0976173256084611,3.66666666666667,1.31136976317891,0.618766956806137,0.480429640987929,3,2.81401314720692,1.99304113631967,0.807510013996818
"19",19,"male","Asian","yr1","Other","math02","Visual",5,2.14245548464502,1.47441255690006,1.14164342203661,1.75,-0.496946329326985,-0.347427603976387,-0.218669277789762,3.33333333333333,0.557919950684978,0.273734837412108,-0.106878560621431,1.7,-4.42637085672205,-2.69049741134327,-1.3433757963024,2.33333333333333,-1.20480085577623,-0.68209782738502,-0.547272174690322,2.71428571428571,-1.30629533960469,-0.770048211648697,-0.526079699242261,3.71428571428571,0.265129734191956,-0.2062296490463,0.155040943089175,3,-1.10640003678197,-0.678779559681147,-0.316375336336757,2.14285714285714,-1.48380220010754,-1.03561584398199,-0.338285630615503,1.85714285714286,-3.549329523028,-2.2201139691807,-1.33366238825696,2.14285714285714,-2.60322321182649,-1.40614306351892,-0.929323753176486,1.66666666666667,-1.47836482899408,-1.03017210689419,-0.600255690956911,3,-0.0638731298153453,0.33341030613474,-0.0910942164557125,1,-1.67193309805374,-0.844137146503784,-0.357745495736532
"20",20,"female","white","yr3","Business","math03","Visual",4.33333333333333,1.2098508921979,1.04487572814986,0.689507593221686,1.75,-0.496946329326985,-0.347427603976387,-0.218669277789762,3.33333333333333,-0.381659971407452,-0.490196818414496,-1.47283675635336,2.8,-1.38622932393727,-0.894592761999994,-0.613241236381712,1.5,-2.77153337298195,-1.74867425276529,-1.26350886925109,2.57142857142857,-1.46376852598223,-0.984056921300521,-0.517170018878801,3,-1.50292226078673,-0.721660649512112,-0.530034943082623,3,-1.31835657272423,-0.850680910348426,-0.482144409570868,2.28571428571429,-1.26505442444114,-0.825542675856127,-0.415941211553569,2.71428571428571,-1.70381822734818,-0.945391428088833,-0.722492234602842,3.28571428571429,-0.0925604755153467,0.282955097237354,0.118385636130297,3,1.15940245490286,0.901589107000962,0.48377051699264,2.66666666666667,-0.714241507358401,-0.468163615046309,-0.21717885045287,2.75,2.27789890614311,0.960939526255142,0.606322645528437
"21",21,"male","white","yr2","Business","math03","Auditory",3,-0.711700411598224,-0.414608314845453,-0.356864462976403,1,-1.79422804288445,-1.11806932750387,-0.821282758780936,3.33333333333333,0.557919950684978,0.273734837412108,-0.106878560621431,4,2.34310574825122,1.40216038925309,0.734418903107918,2.33333333333333,-1.11236900929587,-0.863143577495323,-0.498601076256517,3.28571428571429,0.38259425050013,0.036560323780657,0.27434658628056,3.42857142857143,-0.364125153203366,-0.323589076223015,-0.0274836712123789,3.57142857142857,0.352343814932191,0.128955751010046,0.175226519268396,2.71428571428571,-0.449334818517239,-0.28294279250099,-0.205326715392158,3.42857142857143,0.303836089342749,-0.0665435929564287,0.24569369967382,2.28571428571429,-2.26459596997183,-1.59371041893078,-0.881263682319744,2.33333333333333,-0.142745804721866,-0.396072408161124,-0.0187654167075087,2,-2.08839911380415,-1.4142525501993,-0.687560328193648,1.25,-1.19656548524939,-0.649263470838488,-0.297418822153198
"22",22,"male","other","yr2","Health","stats","Auditory",4,0.726844657074171,0.567189852853173,0.419840539947484,1.75,-0.464894036764612,-0.271183807538533,-0.216155698687417,2.33333333333333,-1.95357482441896,-1.06037967410162,-2.41051319299251,3.7,1.5399615887368,0.740839619788138,0.521746850633195,3,0.136638639096994,0.0470392044860807,0.0671906763868289,2.85714285714286,-0.987879154889049,-0.435950217506574,-0.414658749615748,2.71428571428571,-2.15006843255794,-1.26479484520078,-0.72318753570124,2.85714285714286,-1.53337632818458,-1.0841582261476,-0.512875427642024,2,-2.10299443872639,-0.891844162552096,-0.889478963109366,2.71428571428571,-1.56257174232348,-1.01741784509982,-0.59591794085429,3,-0.651935522369642,-0.458425494400881,-0.241170773150596,3,1.15940245490286,0.901589107000962,0.48377051699264,2,-2.08839911380415,-1.4142525501993,-0.687560328193648,1.5,-0.721197872445042,-0.454389795173192,-0.237092148569864
"23",23,"male","white","yr5+","STEM","other","Visual",2,-2.17317972137217,-1.47098194619581,-1.18847158673505,1.25,-1.38304712852697,-0.855036885449504,-0.608775446018514,4,1.60902514716809,0.750332742891604,1.15371501731874,3.6,1.19104970819344,0.685119161188545,0.426882961477494,1.33333333333333,-3.15371928117469,-1.96899588609714,-1.44332867986053,3.57142857142857,0.799979902552495,0.480596617408585,0.337181102556125,2.57142857142857,-2.53189708647615,-1.24615449975724,-0.848926893145889,3,-1.14085958268121,-0.840001301594559,-0.371491960209573,2.85714285714286,-0.116323412956431,0.0847260569580212,-0.19185119045547,2.71428571428571,-1.59591441163055,-1.01633873840959,-0.674633679356962,1.57142857142857,-3.85948907977702,-2.16237168613034,-1.35478627508154,3,1.15940245490286,0.901589107000962,0.48377051699264,3.33333333333333,0.616731817510375,0.343574836846872,0.203189205202321,1.75,-0.144118694912662,-0.317778965022385,-0.130744813614253
"24",24,"female","white","yr3","STEM","stats","Kinesthetic",4,0.687206477072454,0.229696928279847,0.321339280245987,1.5,-0.932204787666722,-0.428875908986152,-0.400216606005996,4,0.678931108501971,0.275829092129251,1.694184682129,4.1,2.49337288200101,1.53080518020226,0.701281054176713,2.33333333333333,-1.14444830058583,-0.743165188088145,-0.517817112519254,3,-0.600233664272189,-0.240287739715611,-0.238677025949163,3.14285714285714,-1.16688241480698,-0.746479022663707,-0.388946095061824,3.14285714285714,-0.779227309083082,-0.616050297225153,-0.253026742031117,3.14285714285714,0.485081929984939,0.3904337659138,0.141998033595221,2.85714285714286,-1.23341136098985,-0.756504076522484,-0.468411135002873,3.28571428571429,-0.0720853969502269,0.0824500332902638,0.00523165724432381,2.66666666666667,0.508328325090495,0.252758349419919,0.232502550142566,3.33333333333333,0.601613532619042,0.73927953208133,0.119089811371883,1.25,-1.19656548524939,-0.649263470838488,-0.297418822153198
"25",25,"female","white","yr1","Health","stats","Auditory",1,-3.61172479004456,-2.45278011389444,-1.96517658965893,1.5,-0.932204787666722,-0.428875908986152,-0.400216606005996,3.66666666666667,1.08821549063969,0.656747792683981,1.47663215861975,3.3,0.183172931386765,0.12942813968597,0.134875452761709,4,2.04219916272112,1.3522340736904,0.930021156470777,4,1.63407371542722,1.02491321206767,0.585424469232283,4,0.90343254616492,0.49231116248744,0.30641406295181,4,1.27311160476219,0.803739556066415,0.425235390964391,3.71428571428571,1.92037179675767,0.962935286986497,0.757735040721225,4,1.31890860635435,0.90116551605563,0.48437333144762,4,1.52262995429359,0.956186066847349,0.585066803663237,2.33333333333333,-0.184638342750558,-0.152697375630158,-0.0976173256084611,3,-0.0487548449240131,-0.0622943890997189,-0.00699482262527438,2.25,1.17649429520566,0.997920456226903,0.357383698536949
"26",26,"male","white","yr2","Other","math02","Kinesthetic",5,2.14245548464502,1.47441255690006,1.14164342203661,2.75,1.33935985419773,0.820278551845553,0.566570216872433,2.33333333333333,-1.95357482441896,-1.06037967410162,-2.41051319299251,2.1,-3.32191706382609,-2.12114818007532,-1.03937282916122,3.83333333333333,1.73310080874472,1.08428549740285,0.794118479093539,4,1.63407371542722,1.02491321206767,0.585424469232283,4,0.90343254616492,0.49231116248744,0.30641406295181,4,1.27311160476219,0.803739556066415,0.425235390964391,3.14285714285714,0.731076444849015,0.222248610531106,0.36741799195924,4,1.31890860635435,0.90116551605563,0.48437333144762,4,1.52262995429359,0.956186066847349,0.585066803663237,4,3.15030649567803,2.3946129552641,1.31647754226797,4,1.99088942395612,1.28966377199986,0.673570682943099,3.25,3.42146563886903,2.5482659336701,0.984287696394952
"27",27,"female","white","yr2","STEM","other","Visual",3.66666666666667,0.220904180848895,0.0149285139047472,0.0952713658385237,1.75,-0.481362446806476,-0.00271493252279979,-0.191657765993478,3.66666666666667,1.08821549063969,0.656747792683981,1.47663215861975,2.1,-3.35602142932826,-2.10138718053718,-1.11061386071723,1.66666666666667,-2.47197660281379,-1.57208616087301,-1.13114776936599,2.57142857142857,-1.43865817387814,-0.951054130128441,-0.515669005086294,3.28571428571429,-0.803188555171763,-0.329066269616025,-0.303636898193716,3,-1.22608531200884,-0.946808003474052,-0.451692322800941,2.85714285714286,-0.113506873962274,-0.0210377816030415,-0.183957573685685,3.14285714285714,-0.548999542384069,-0.362646304708307,-0.203748525790443,2.42857142857143,-1.94045209969436,-1.20215747947633,-0.705039733891399,2,-0.835712472562919,-0.801528133211202,-0.348885292458535,2.33333333333333,-1.40887945302694,-0.743355735005575,-0.494419286238478,1,-1.67193309805374,-0.844137146503784,-0.357745495736532
