"","ID","sex","race","class","major","math.level","modality","ID","AMAS.1","AMAS.2","AMAS.3","AMAS.4","AMAS.5","AMAS.6","AMAS.7","AMAS.8","AMAS.9","MEA.2","MEA.4","MEA.5","MEA.8","MLA.1","MLA.3","MLA.6","MLA.7","MLA.9","Efficacy.1","Efficacy.2","Efficacy.3","Cooperative.1","Cooperative.2","Cooperative.3","Cooperative.4","Cooperative.5","Cooperative.6","Lecture.1","Lecture.2","Lecture.3","Lecture.4","Lecture.5","Lecture.6","Lecture.7","Deductive.1","Deductive.2","Deductive.3","Deductive.4","Deductive.5","Deductive.6","Deductive.7","Inductive.1","Inductive.2","Inductive.3","Inductive.4","Inductive.5","Inductive.6","Inductive.7","Demons.1","Demons.2","Demons.3","Demons.4","Demons.5","Demons.6","Demons.7","Repet.1","Repet.2","Repet.3","Repet.4","Repet.5","Repet.6","Repet.7","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Tach.1","Tach.2","Tach.3","Tach.4","Tach.5","Tach.6","Tach.8","Tach.9","Tach.10","Tach.11","Tach.12","SocialEngage.1","SocialEngage.2","SocialEngage.3","SocialEngage.8","BehaveEngage.4","BehaveEngage.5","BehaveEngage.6","BehaveEngage.7","Resource.9","Resource.10","Resource.11","Resource.12","Modality.1","Modality.2","Modality.3","Modality.4","Modality.5","Modality.6","Modality.7","Modality.8","Modality.9","Modality.10","Modality.11","Modality.12"
"53",53,"female","white","yr2","Other","math01","Kinesthetic",53,1,3,2,4,4,2,2,4,2,3,4,4,4,1,2,2,2,2,3,2,3,2,4,2,4,2,3,3,2,2,2,2,2,2,4,2,3,1,1,2,1,3,2,3,2,3,4,4,2,2,1,1,3,2,3,2,4,2,3,3,4,4,2,1,2,2,3,3,2,2,3,2,2,4,4,4,3,5,3,5,2,2,3,2,2,2,1,1,2,1,1,1,2,2,1,1,3,2,1,3,2,3,3,3
"54",54,"female","white","yr2","STEM","stats","Auditory",54,1,2,2,3,3,1,2,2,1,2,3,3,2,1,2,1,2,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,2,5,2,5,4,1,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,4,4,3,3,1,2,1,1,2,2,1,3,2,1,3,1
"55",55,"female","white","yr1","STEM","math02","Kinesthetic",55,1,3,1,3,2,4,5,5,1,3,3,2,5,1,1,4,5,1,2,4,3,1,1,3,1,1,1,1,2,3,4,5,4,1,1,1,1,1,1,1,1,5,3,4,4,4,1,1,5,5,5,4,2,5,4,3,1,4,1,1,3,1,1,5,1,1,2,1,1,3,3,4,3,3,3,4,4,4,4,3,1,1,1,1,4,4,2,4,1,1,1,2,3,2,3,3,3,1,1,1,1,3,1,3
"56",56,"male","white","yr1","STEM","other","Visual",56,1,3,2,1,3,1,1,1,1,3,1,3,1,1,2,1,1,1,5,2,5,3,4,3,1,2,4,5,4,4,2,4,3,2,3,3,3,4,4,3,3,5,4,4,4,4,3,4,3,4,4,2,2,2,4,4,4,5,4,4,4,4,2,4,3,2,3,1,1,4,4,4,4,2,4,4,4,4,4,4,2,3,3,1,4,1,3,3,1,2,1,1,1,2,2,3,2,2,1,1,2,3,3,3
"57",57,"female","other","yr3","Other","math01","Visual",57,3,5,4,4,3,3,4,4,5,5,4,3,4,3,4,3,4,5,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,2,1,1,3,2,1,2,2,3
"58",58,"female","white","yr3","STEM","math04","Kinesthetic",58,1,5,2,4,3,2,1,5,1,5,4,3,5,1,2,2,1,1,3,2,4,2,2,4,1,3,2,3,2,5,4,4,4,1,5,4,3,4,4,3,3,2,4,4,5,4,3,4,4,5,4,3,4,5,5,4,2,5,3,1,3,2,2,2,1,2,4,3,3,4,5,4,5,3,5,5,5,4,5,3,3,2,3,2,4,4,3,4,3,2,1,1,3,2,1,2,3,2,3,2,2,1,3,3
"59",59,"female","white","yr2","STEM","other","Kinesthetic",59,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,3,3,4,4,3,3,2,2,2,5,5,5,4,5,4,1,3,3,3,3,3,1,1,4,4,4,3,3,2,3,5,3,3,1,1,3,1,4,3,5,3,2,3,3,3,3,2,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,1,3,4,2,3,2,2,1,1,3,1,1,1,2,2,3,1,3,3,3,1
"60",60,"male","other","yr2","STEM","math02","Auditory",60,1,5,5,5,1,1,3,4,2,5,5,1,4,1,5,1,3,2,3,5,3,5,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,1,3,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,2,1,2,2,3,2,2,3,3,2,2,3,2,2,1,1,2,1,2,1,1,2,3,2,3
"61",61,"female","white","yr1","Other","math01","Visual",61,1,3,1,3,2,1,1,3,2,3,3,2,3,1,1,1,1,2,4,3,4,3,4,3,2,4,3,5,5,5,4,5,5,4,4,4,3,4,4,3,3,4,3,3,3,4,3,3,4,5,3,3,4,3,3,3,2,4,3,2,3,1,4,2,2,1,1,1,3,5,4,4,4,2,4,4,4,4,4,4,2,3,4,4,4,3,4,4,3,1,1,1,3,2,2,1,1,2,3,1,2,3,3,1
"62",62,"female","white","yr2","Business","math02","Kinesthetic",62,1,2,1,2,1,1,1,5,1,2,2,1,5,1,1,1,1,1,2,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,2,5,5,5,3,5,5,5,5,5,4,4,5,4,4,5,5,5,5,4,2,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,4,2,4,4,1,4,1,3,2,1,3,3,1,3,2,3,1,2,1
"63",63,"female","white","yr2","Health","stats","Visual",63,1,4,1,5,4,1,3,5,1,4,5,4,5,1,1,1,3,1,4,4,2,5,5,5,3,5,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,2,5,2,5,4,3,4,5,1,5,3,1,1,1,1,2,2,2,1,1,1,3,3,3,2,4,4,1,4,3,2,1,2,3,2,2,2,1,2,3,3,2,3,2,3
"64",64,"female","white","yr2","Health","stats","Visual",64,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,1,2,2,2,2
"65",65,"female","white","yr5+","STEM","stats","Kinesthetic",65,5,5,1,5,5,1,2,4,1,5,5,5,4,5,1,1,2,1,2,5,4,5,5,5,5,4,3,5,4,3,5,5,5,3,5,4,4,2,3,1,1,3,4,5,3,4,3,5,5,5,3,4,4,3,5,3,1,4,3,1,4,1,3,1,1,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,3,3,3,2,3,2,1,2,1,1,3,1,2,2,3,3,2,2,3,3
"66",66,"male","white","yr4","Other","math01","Kinesthetic",66,1,3,1,3,5,4,2,5,1,3,3,5,5,1,1,4,2,1,2,5,4,3,4,2,3,2,3,4,4,4,3,4,4,3,4,4,4,3,4,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,3,3,2,2,1,1,1,3,2,1,3,3,2,1,3,2,1,1,3
"67",67,"male","white","yr5+","STEM","other","Kinesthetic",67,1,3,1,3,2,1,1,4,1,3,3,2,4,1,1,1,1,1,4,2,4,3,5,2,1,3,3,5,5,5,5,5,5,2,5,3,3,2,5,1,3,5,3,4,5,3,5,5,5,5,5,3,5,5,5,5,2,5,3,5,2,4,1,2,4,3,5,2,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,1,2,3,1,1,1,2,1,1,3,3,1,1,3,2,1,3,3,3,3,3
"68",68,"female","white","yr1","Other","math02","Auditory",68,1,2,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,1,5,1,4,1,3,1,1,1,4,5,3,4,4,5,5,2,3,1,1,2,3,1,1,3,4,3,3,3,4,3,5,5,5,1,1,2,5,2,2,5,2,1,4,1,1,1,1,1,4,1,4,4,4,5,4,4,4,4,4,4,4,4,2,2,2,3,4,4,1,2,1,1,1,1,3,2,1,1,3,1,1,3,2,1,2,2
"69",69,"male","white","yr3","STEM","math03","Visual",69,1,2,1,3,2,1,1,5,2,2,3,2,5,1,1,1,1,2,4,3,5,3,3,4,1,2,3,4,4,3,4,5,5,2,4,4,5,4,3,1,1,5,4,3,4,4,1,3,4,4,3,4,4,5,4,5,4,3,4,1,4,1,1,1,1,2,3,1,3,3,4,4,4,3,3,4,4,4,4,3,2,2,2,2,3,2,2,3,2,1,1,1,1,1,2,3,3,2,2,3,2,1,1,3
"70",70,"male","white","yr1","STEM","math03","Visual",70,1,1,2,2,3,1,1,3,1,1,2,3,3,1,2,1,1,1,5,1,5,2,5,4,2,4,5,5,5,4,5,5,4,2,3,4,5,3,3,3,4,5,4,4,5,3,4,4,5,4,4,4,3,4,5,3,3,5,5,5,5,5,2,4,4,3,4,2,3,4,4,3,4,5,4,4,4,4,4,4,2,3,3,3,4,1,2,4,4,1,1,1,3,2,2,1,1,2,2,3,2,3,3,3
"71",71,"female","Asian","yr1","STEM","stats","Kinesthetic",71,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,5,3,4,5,5,5,5,4,5,4,4,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,5,4,5,5,4,4,4,5,3,3,3,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,2,3,3,3,3,3,2,3,2,1,1,1,2,2,2,3,3,1,3,1,2,3,3,1
"72",72,"male","white","yr1","Business","math02","Kinesthetic",72,1,1,1,2,2,2,1,5,2,1,2,2,5,1,1,2,1,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,4,4,3,3,3,2,3,3,4,3,3,2,2,3,2,4,3,3,3,2,3,3,2,3,4,3,4,4,2,4,5,3,3,3,3,2,2,3,2,2,2,2,3,2,1,1,1,1,1,1,1,3,3,3,2,2,3,2,2
"73",73,"female","white","yr2","Other","math01","Visual",73,1,3,1,2,3,1,1,5,1,3,2,3,5,1,1,1,1,1,4,3,3,4,2,4,4,4,4,4,2,4,3,4,4,3,4,3,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,3,3,3,2,3,5,5,3,5,5,5,3,4,1,2,2,1,4,2,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,2,4,2,1,1,1,2,2,3,3,3,2,1,2,2,1,3,2
"74",74,"male","other","yr2","Other","math02","Auditory",74,1,2,1,2,3,1,1,3,1,2,2,3,3,1,1,1,1,1,5,4,5,3,4,4,1,2,3,5,2,4,3,4,5,3,4,3,5,5,4,2,4,4,3,2,5,4,4,3,5,5,4,2,2,1,3,1,3,1,1,1,4,1,3,5,1,4,2,1,2,5,3,4,2,5,2,5,5,5,5,5,4,3,4,3,4,4,2,3,4,1,2,3,1,2,2,1,3,1,3,1,2,3,3,2
"75",75,"male","white","yr2","Business","math03","Kinesthetic",75,2,5,3,5,5,2,1,5,3,5,5,5,5,2,3,2,1,3,1,5,3,1,1,1,2,2,1,2,3,2,1,2,1,2,2,1,1,1,1,1,2,3,3,2,2,4,2,2,5,4,5,4,4,4,3,3,3,3,1,2,4,4,1,4,2,3,4,1,3,5,4,4,3,2,4,4,3,3,4,4,2,2,2,3,3,4,3,4,1,1,2,2,3,2,1,1,3,3,2,3,3,3,3,3
"76",76,"female","white","yr2","Other","math01","Kinesthetic",76,1,3,1,2,3,1,3,4,3,3,2,3,4,1,1,1,3,3,2,5,2,5,5,5,1,5,5,5,1,1,5,5,5,5,5,5,1,5,5,1,5,1,5,1,5,5,1,5,5,3,3,2,3,4,2,5,3,4,2,4,2,4,5,2,3,3,5,2,5,2,2,2,3,2,4,4,4,4,4,4,2,2,4,4,2,4,4,2,2,2,2,3,1,1,1,2,3,2,3,3,2,3,3,3
"77",77,"male","white","yr3","STEM","other","Visual",77,1,3,1,2,1,4,1,4,1,3,2,1,4,1,1,4,1,1,4,2,4,1,4,4,1,2,5,4,4,4,5,5,3,1,3,5,2,3,4,1,4,1,3,4,1,3,4,4,1,3,3,3,4,2,5,5,3,4,3,3,5,2,1,3,3,2,4,5,5,5,5,5,5,4,5,5,5,5,5,5,2,3,1,2,3,3,3,1,3,4,2,2,3,2,2,3,3,2,1,1,2,1,3,2
"78",78,"female","white","yr3","STEM","other","Kinesthetic",78,2,3,1,3,2,1,1,4,1,3,3,2,4,2,1,1,1,1,5,2,4,2,4,3,1,2,3,4,5,4,3,5,4,1,4,5,3,2,5,3,1,4,4,5,4,4,2,3,5,4,2,3,5,5,4,3,1,4,2,1,4,1,1,4,2,1,3,3,4,4,5,3,3,5,5,5,5,5,5,5,2,3,2,2,3,2,3,2,3,1,1,1,1,1,2,3,1,3,3,1,2,1,3,3
"79",79,"male","white","yr1","Business","math02","Kinesthetic",79,2,4,2,3,3,2,2,4,2,4,3,3,4,2,2,2,2,2,4,3,4,4,4,3,2,3,3,3,3,4,3,4,4,2,4,3,3,2,3,2,3,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,4,3,3,4,4,4,2,3,3,2,3,3,3,3,4,3,3,2,3,4,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,3,3,2,2,3,2,3,3,3
"80",80,"female","white","yr4","Other","other","Kinesthetic",80,3,4,2,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,2,2,4,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,2,4,3,3,2,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,2,3,2
"81",81,"female","white","yr5+","STEM","math02","Auditory",81,1,3,1,3,4,2,1,4,1,3,3,4,4,1,1,2,1,1,4,2,4,3,3,4,4,2,4,5,4,4,3,5,4,4,4,3,3,3,4,2,2,3,3,4,4,5,4,4,4,4,4,3,4,4,4,4,2,4,2,2,4,2,3,2,3,4,2,4,4,4,3,3,3,3,4,3,3,4,3,2,4,3,3,2,4,4,4,4,3,3,1,1,1,1,1,2,1,1,1,1,2,3,3,1
"82",82,"female","white","yr1","STEM","stats","Visual",82,1,5,2,5,5,1,2,5,1,5,5,5,5,1,2,1,2,1,1,5,2,2,2,4,2,5,3,5,5,3,3,3,4,3,4,4,4,4,3,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,5,5,4,4,3,4,2,3,1,4,4,2,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,4,4,3,2,1,1,1,3,2,2,2,3,2,1,1,2,1,2,3
"83",83,"female","white","yr1","Business","stats","Kinesthetic",83,2,5,1,3,3,4,3,5,3,5,3,3,5,2,1,4,3,3,4,4,3,3,2,1,2,1,2,2,2,2,3,2,3,1,3,2,2,3,2,4,4,2,2,2,4,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,2,3,3,3,1,2,1,1,1,3,2,2,2,2,2,2,3,2,3,3,3,3,2,2,1,1,3,1,1,3,3,3,3,3,1,3,3,3
"84",84,"male","white","yr2","Business","math02","Visual",84,2,3,3,3,3,2,1,3,2,3,3,3,3,2,3,2,1,2,2,5,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,3,3
"85",85,"female","white","yr2","Business","math02","Auditory",85,3,5,1,3,3,2,1,1,2,5,3,3,1,3,1,2,1,2,1,1,2,4,3,4,4,3,3,3,4,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3,4,2,3,2,4,3,2,3,3,2,3,2,2,3,3,2,3,3,3,5,3,2,3,3,2,3,3,3,4,5,3,3,3,2,2,2,2,3,2,2,3,3,3,2,1,1,1,1,1,1,1,1,2,2
"86",86,"female","white","yr5+","Business","math02","Visual",86,3,5,1,5,4,1,1,1,1,5,5,4,1,3,1,1,1,1,1,5,2,3,5,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,2,1,2,2,1,3,2
"87",87,"female","white","yr2","Business","math02","Auditory",87,3,5,3,5,3,4,3,5,3,5,5,3,5,3,3,4,3,3,2,5,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,4,5,1,5,1,2,1,1,1,1,3,3,2,2,3,3,3,4,3,4,4,4,4,2,3,3,1,1,2,1,1,1,2,3,3,1
"88",88,"female","white","yr2","Health","stats","Kinesthetic",88,4,3,1,4,4,3,1,5,2,3,4,4,5,4,1,3,1,2,2,4,4,2,4,1,1,1,2,1,4,1,1,1,4,2,4,4,2,4,4,1,4,2,4,1,4,2,5,3,2,4,1,1,1,3,4,1,3,3,5,3,2,1,1,2,2,2,3,4,4,3,1,1,4,3,2,3,2,2,2,2,1,2,3,1,4,4,4,4,1,1,1,1,3,2,2,3,1,2,2,3,2,3,3,3
"89",89,"male","white","yr1","Business","math01","Kinesthetic",89,2,2,3,3,3,4,2,4,3,2,3,3,4,2,3,4,2,3,3,4,3,3,4,2,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,3,3,2,2,3,2,3,1,3
"90",90,"female","Black","yr3","Business","stats","Auditory",90,1,4,1,5,3,1,1,5,2,4,5,3,5,1,1,1,1,2,4,4,4,5,5,5,5,5,5,5,2,4,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,2,4,3,2,3,4,4,4,3,3,1,1,1,2,1,3,1,2,1,3,2,1,3,2
"91",91,"female","white","yr3","Other","other","Kinesthetic",91,3,4,2,4,3,1,1,5,2,4,4,3,5,3,2,1,1,2,2,5,5,5,3,2,4,3,4,4,2,4,3,5,5,5,4,4,1,3,2,5,3,4,2,4,2,5,3,2,5,3,4,2,2,3,3,4,2,3,3,3,4,3,2,3,4,2,5,1,4,2,2,2,2,2,2,4,4,4,3,3,3,3,3,3,4,4,3,3,2,2,1,1,3,2,1,1,3,3,2,1,1,3,3,3
"92",92,"female","white","yr1","Business","math03","Kinesthetic",92,1,3,1,3,2,1,1,3,1,3,3,2,3,1,1,1,1,1,4,2,4,2,4,3,1,2,2,4,3,5,4,5,5,2,4,3,3,2,4,4,3,4,2,3,2,3,2,3,3,2,4,3,3,3,4,3,4,3,2,5,4,3,3,2,3,2,4,3,2,4,2,2,2,3,2,5,4,5,4,3,2,3,3,3,3,4,3,4,4,3,2,3,3,2,3,3,2,2,1,3,2,1,3,1
"93",93,"female","white","yr3","Other","math02","Auditory",93,2,4,1,5,5,3,2,5,3,4,5,5,5,2,1,3,2,3,2,5,4,4,5,4,4,4,3,4,4,4,4,5,4,3,5,4,4,4,4,3,3,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,4,4,4,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,1,1,1,3,2,1,2,3,2,1,1,2,1,3,3
"94",94,"female","white","yr1","Health","stats","Visual",94,3,4,2,5,3,1,2,5,1,4,5,3,5,3,2,1,2,1,1,5,4,3,4,2,4,2,5,5,4,5,3,4,2,2,5,5,3,4,2,1,2,5,4,2,5,4,4,4,5,4,4,3,3,5,4,2,5,5,2,5,5,5,2,3,3,3,4,4,5,2,1,2,3,2,3,3,3,3,4,3,2,1,2,2,3,4,3,3,1,1,1,1,3,2,2,2,3,2,3,2,2,3,3,2
"95",95,"male","white","yr2","Business","math03","Auditory",95,1,3,3,4,3,4,1,5,3,3,4,3,5,1,3,4,1,3,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1,2,5,5,5,2,5,3,3,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,1,1,1,1,2,1,1,1
"96",96,"female","white","yr1","Health","stats","Kinesthetic",96,3,3,1,3,5,2,3,5,3,3,3,5,5,3,1,2,3,3,3,4,2,2,3,1,1,2,3,4,5,4,3,5,4,4,5,3,5,4,3,1,3,5,4,3,5,4,3,4,5,4,4,4,4,4,5,3,1,4,2,1,3,1,2,1,2,2,2,2,3,3,2,2,2,2,3,5,4,4,4,3,1,2,1,2,4,4,2,4,2,1,1,1,3,2,2,3,1,2,2,1,2,3,3,3
"97",97,"female","white","yr1","Other","stats","Kinesthetic",97,1,2,2,2,3,2,1,2,1,2,2,3,2,1,2,2,1,1,3,3,4,3,2,3,1,2,3,4,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,2,4,3,1,2,3,3,4,4,3,4,4,3,4,4,3,4,4,3,1,2,1,2,3,1,3,3,3,2,3,4,3,4,4,4,4,4,2,2,3,3,3,4,2,3,2,1,1,1,2,1,1,2,3,2,3,2,2,3,3,3
"98",98,"female","Black","yr1","Health","stats","Kinesthetic",98,2,3,3,3,4,4,2,5,3,3,3,4,5,2,3,4,2,3,4,5,2,2,4,2,1,2,2,5,5,4,3,5,5,2,4,2,2,3,4,1,2,4,4,5,3,4,3,3,5,5,4,4,4,5,5,2,2,4,2,3,3,2,2,2,3,3,4,1,5,3,2,2,2,2,2,3,3,4,4,4,2,3,3,2,3,3,2,2,3,1,1,1,3,1,1,3,1,2,1,3,2,3,3,3
"99",99,"female","white","yr1","Health","math02","Auditory",99,1,3,1,3,3,2,2,4,3,3,3,3,4,1,1,2,2,3,4,2,4,2,3,2,2,2,1,3,4,3,4,4,4,2,2,4,3,3,3,2,2,4,4,3,3,3,2,3,4,4,4,3,2,4,3,2,4,4,4,3,3,4,3,3,2,2,3,3,2,2,3,2,2,2,3,4,3,3,2,2,2,2,1,2,3,3,2,2,1,1,1,1,3,2,1,1,2,2,1,3,2,1,3,3
"100",100,"male","white","yr5+","STEM","other","Visual",100,1,3,1,3,3,1,1,4,1,3,3,3,4,1,1,1,1,1,4,3,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,3,4,4,3,1,1,2,2,2,3,1,2,3,3,3,3,1,2
"101",101,"female","white","yr4","Other","other","Auditory",101,1,2,2,2,2,1,1,3,1,2,2,2,3,1,2,1,1,1,5,3,4,5,5,5,5,5,5,5,5,3,4,4,4,4,5,3,4,5,5,3,4,3,3,4,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,1,2,5,2,3,2,1,1,1,3,3,2,2,2,2,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,1,1,1,2,1,3,3
"102",102,"female","Black","yr2","STEM","math03","Kinesthetic",102,1,3,1,4,5,2,1,5,2,3,4,5,5,1,1,2,1,2,4,4,5,1,5,5,1,5,2,4,5,5,4,3,3,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,1,3,3,5,5,2,5,3,4,5,3,2,2,3,3,5,4,4,3,2,4,3,3,3,2,3,3,4,2,1,3,2,1,3,2,2,3,3,2,3,1,2
"103",103,"female","white","yr3","Other","math01","Kinesthetic",103,3,3,2,3,2,2,2,5,3,3,3,2,5,3,2,2,2,3,3,4,4,4,3,3,4,4,4,3,2,3,3,3,3,3,4,3,3,4,4,4,4,3,3,4,3,3,4,3,5,4,4,3,3,3,3,4,4,3,4,4,4,4,3,4,2,2,4,3,4,3,2,3,3,2,3,3,3,3,3,3,2,3,4,3,4,4,2,4,2,2,1,1,3,2,1,1,3,2,2,1,3,1,3,3
"104",104,"male","Asian","yr3","STEM","stats","Kinesthetic",104,3,2,1,1,4,2,1,3,2,2,1,4,3,3,1,2,1,2,4,3,4,3,4,5,3,5,3,5,5,5,4,5,5,5,3,4,2,3,4,1,4,4,3,3,4,4,4,4,4,3,4,4,5,5,5,4,2,4,4,4,4,2,5,3,5,3,4,3,5,4,5,5,5,4,4,3,3,4,4,3,2,4,3,2,4,4,3,3,4,2,1,1,3,3,1,1,3,2,3,1,1,2,1,3
"105",105,"female","white","yr2","STEM","math03","Kinesthetic",105,3,4,1,4,4,3,3,5,3,4,4,4,5,3,1,3,3,3,2,4,2,2,2,2,2,1,2,1,1,4,1,3,1,1,1,3,2,2,2,1,1,1,2,3,1,2,1,2,4,3,3,1,2,4,3,2,1,2,1,1,1,1,3,3,3,1,1,3,1,2,2,4,1,1,2,3,3,2,2,2,1,2,2,1,2,3,2,2,1,2,1,1,3,2,1,3,2,1,3,2,3,3,3,3
"106",106,"male","white","yr3","Business","math03","Kinesthetic",106,3,5,4,5,5,4,3,5,4,5,5,5,5,3,4,4,3,4,1,5,1,2,3,1,1,1,2,3,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,3,2,2,2,4,3,3,2,2,4,4,2,2,2,1,2,2,4,1,2,4,3,2,1,2,4,2,2,2,2,4,3,3,3,3,3,2,2,3,2,3,3,4,3,3,2,1,1,3,3,3,3,3,2,1,2,3,3,3,3
"107",107,"female","Black","yr5+","Health","math02","Kinesthetic",107,2,4,3,4,3,3,2,5,3,4,4,3,5,2,3,3,2,3,2,1,3,2,1,1,1,2,1,2,3,3,2,4,4,3,3,3,4,4,2,1,1,3,3,2,5,4,4,3,3,4,4,2,3,3,4,2,3,3,2,2,2,2,1,3,3,3,2,2,4,3,2,2,3,3,3,3,3,3,3,3,2,1,2,3,4,4,2,4,1,2,3,1,3,3,3,2,3,2,3,2,2,3,1,3
"108",108,"female","other","yr1","STEM","stats","Visual",108,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,4,1,2,1,1,1,2,1,3,4,3,4,4,1,4,3,3,4,3,1,1,3,3,4,3,4,1,3,5,5,2,3,5,2,4,1,1,4,2,2,3,2,1,3,1,2,3,1,4,4,2,2,3,3,4,5,4,4,4,3,2,3,3,1,3,3,1,3,1,1,1,3,3,2,2,3,1,1,1,2,2,3,2,3
